Restaurant_Name,Category,Address,Province,Latitude,Longitude,Rating,Review,Sentiment_score,Sentiment
Subway (230 10111 104 Ave),American,"10111 104 Ave Nw, Edmonton, AB T5J 4X1",AB,53.5456285,-113.4946715,4.0,newest subway n downtown great new revamp of ther logo and sgnage more modern decor good servce that was frendly and helpful have vsted subway many tmes over the years and have always enjoyed the food lke the new soda dspenser and the great selecton of pop flavours now avalable the store s well lt and clean,0.9798,Good
Subway (230 10111 104 Ave),American,"10111 104 Ave Nw, Edmonton, AB T5J 4X1",AB,53.5456285,-113.4946715,2.0,usually have no ssues wth ths locaton the staff are very frendly and quck however ordered the chcken noodle soup on october and m now battlng wth food posonng the chcken seemed a bt off after the frst bte so ddnt eat anymore of t only the broth and vegges wll never get soup or poultry from any subway locaton ever agan,-0.5584,Bad
Subway (230 10111 104 Ave),American,"10111 104 Ave Nw, Edmonton, AB T5J 4X1",AB,53.5456285,-113.4946715,4.0,t was a farly decent subway however they put extra cheese and charged me for t even though never asked would go back agan just be make sure ths tme they dont do that for slces of cheese s crazy,-0.2263,Bad
Burger King (13338-137 Avenue),American,"13338-137 Avenue, Edmonton, AB T5L 2A9",AB,53.5999637,-113.553132,5.0,we havent been to burger kng n a very long tme but that s now gong to change the burgers were excellent the fres were hot and there was very lttle ce n the drnkwe frequented the golden fast food restaurant and we just assumed that ther products were the ones for us we were wrong burger kng s now our go to restaurant,0.2263,Bad
Burger King (13338-137 Avenue),American,"13338-137 Avenue, Edmonton, AB T5L 2A9",AB,53.5999637,-113.553132,1.0,ordered whopper meal for me and vegge burger for my wfe whopper was good but vegge burger was totally waste of money and health half cooked and taste was so bad,-0.8867,Bad
Burger King (13338-137 Avenue),American,"13338-137 Avenue, Edmonton, AB T5L 2A9",AB,53.5999637,-113.553132,2.0,a dsappontng vst to preface hate pckles so requested no pckles on my burger got pckles anyways ask for remake and they took the pckles off and gave the same sandwch back to me but n a new wrapper mssed gvng me fres for my sons combo not worth the effort to complan to the aloof front counter managers,-0.8457,Bad
Burger King (13338-137 Avenue),American,"13338-137 Avenue, Edmonton, AB T5L 2A9",AB,53.5999637,-113.553132,5.0,always a great experence at ths locaton ts defntely a chld frendly busness and good value for the moneythe food s standard fare for a burger kng but what feel sets ths locaton apart s the staff who always provde a postve customer servce experencehghly recommend,0.9497,Good
Burger King (13338-137 Avenue),American,"13338-137 Avenue, Edmonton, AB T5L 2A9",AB,53.5999637,-113.553132,4.0,havent been to burger kng n a long tme and was pleasantly surprsed burgers are stll huge got the whopper better fres than most places and very nce workers at ths locaton not to menton for couldnt fnsh my meal so ts good prcng too defntely gong back,0.9529,Good
7-Eleven (11528 - 107 Avenue),Bakery,"11528 - 107 Avenue, Edmonton, AB T5H",AB,53.5515995,-113.5207929,5.0,the best shawarma ve ever had the chabat was newly baked less than an hour before t was so perfectly lght and fresh they also served a delcous soup as an appetzer words cannot descrbe how tasty ths soup sservce was fast and frendly plus the place has a postve vbem defntely gong back agan and agan to try everythng on the menu every plate saw come out of the ktchen looked amazng and all wth generous portons went here at am on a saturday nghtsunday mornng and theyre open untl f you need some late nght food go here frst you wont regret t,0.9877,Good
7-Eleven (11528 - 107 Avenue),Bakery,"11528 - 107 Avenue, Edmonton, AB T5H",AB,53.5515995,-113.5207929,5.0,arrved for dnner wth my famly that has never had somalan food we ordered goat lamb and chcken combos the food was excellent the servce was excellent the gentleman showed us the dfferent optons wth the combos and was attentve to our needsthe food was fresh and very delcous t was authentc and the spaghett took me back to my chldhood days where lved n a communty wth somal famlys and always loved ther spaghett and ther chapat was made to order and excellent wll be comng back and brngng my famly and frends,0.9761,Good
7-Eleven (11528 - 107 Avenue),Bakery,"11528 - 107 Avenue, Edmonton, AB T5H",AB,53.5515995,-113.5207929,5.0,the food was good they are open tll am parkng at the sde of the buldng,0.4404,Bad
7-Eleven (11528 - 107 Avenue),Bakery,"11528 - 107 Avenue, Edmonton, AB T5H",AB,53.5515995,-113.5207929,5.0,ts a beautful place to eat from good costumer servce very postve place good food too,0.9273,Good
7-Eleven (11528 - 107 Avenue),Bakery,"11528 - 107 Avenue, Edmonton, AB T5H",AB,53.5515995,-113.5207929,1.0,came n here to enjoy a coffe at a cafe they dont have coffe watng to order food some lady who cant speak englsh wth terrble servce gnored us shes talkng on the phone walkng around not provdng servce we have been here for lke mnutes very poor servce ts shameful such neglect of payng customers we had to just leave o yea ts called a cafe but they dont have coffe werd over all bad experence wated for way to long no food no englsh speakng staff not good servce,-0.9511,Bad
A&W (82nd Ave Edm & 101 Street),Fast food,"8115 101 St Nw, Edmonton, AB T6E 1Z2",AB,53.5177223,-113.4908454,3.0,the food s great but sadly felt so drty at the wndow and the humanty from nsde the wndow needed ther sprts uplfted they ddnt seem too happy nsde love the foods the root beer the shakes the deals and the vbesusually,-0.5627,Bad
A&W (82nd Ave Edm & 101 Street),Fast food,"8115 101 St Nw, Edmonton, AB T6E 1Z2",AB,53.5177223,-113.4908454,5.0,stll love a ws breakfast now get the dscount so an all canadan breakfast wth a large coffee all for under bucks how could one go wrong eggs are always cooked the way you want them to be cooked after you order grab your coffee and go have a seat they brng your food rght to you another reason love ths place,0.765,Good
A&W (82nd Ave Edm & 101 Street),Fast food,"8115 101 St Nw, Edmonton, AB T6E 1Z2",AB,53.5177223,-113.4908454,1.0,f could gve ths aw no stars would have ordered here many tmes and the last tmes have they have messed t up so badly have severe allerges and have made ths clear n every order and stll they have messed t up genunely afrad to order from here anymore have wasted so much money and whenever ve tred to go back to get a refund theres never a manager there so nobody s able to help me managers are only there durng hours where have class so overprced and terrble servce do not order here,-0.929,Bad
A&W (82nd Ave Edm & 101 Street),Fast food,"8115 101 St Nw, Edmonton, AB T6E 1Z2",AB,53.5177223,-113.4908454,5.0,frendly servce and good food the coffee was very good as well nce and clean nsde,0.9419,Good
A&W (82nd Ave Edm & 101 Street),Fast food,"8115 101 St Nw, Edmonton, AB T6E 1Z2",AB,53.5177223,-113.4908454,1.0,stopped n brefly to use the washroom well was watng to catch the bus downtown the staff member was very rude to me even offered to leave my bags at the front to try and address any unanswered concernsshe mmedately locked the bathroom door told me had to make a purchase to be able to use the washroom ths s not what aw advertses themselves as they are supposed to be a famly what knd of famly refuses to allow there loyal customers to use the washroom very dssatsfed wth my nteracton wth ths employeeupdate the manager came out and rectfed the ssue mmedately once she was made aware of the stuaton addng a star back,-0.2928,Bad
Harvey's (109 St & 104 Ave),Burgers,"10358 109 St Nw, Edmonton, AB T5J",AB,53.5458168,-113.5089218,5.0,honestly see how hard you guys work and just wanna say really apprecate yall and the fresh food that you guys prepare by order was watchng them handle rude and mpatent customers and honestly my heart goes out to yall you ddnt conflct nstgate or escalate the stuaton you handled t all very well some people are just so used to the consumer lfe keep smlng and dong what you guys do apprecate the qualty,0.933,Good
Harvey's (109 St & 104 Ave),Burgers,"10358 109 St Nw, Edmonton, AB T5J",AB,53.5458168,-113.5089218,2.0,m happy ts open hrs snce went there am staff was great and the only thng that dont understand s the dne n stuaton open hrs but cant st and eat your food after a certan tme thats the only thng dslke and dsagree wth ll go back one day and around the same tme and see f dne n avalable then f so ll change the stars to or dependng on how get served,-0.8248,Bad
Harvey's (109 St & 104 Ave),Burgers,"10358 109 St Nw, Edmonton, AB T5J",AB,53.5458168,-113.5089218,5.0,best harveys n the country the staff are extremely well traned helpful and generous wth any toppngs you request attrbute ths to the ownershp and management ve been gong to ths locaton for over years under the same management they care about the food qualty and customer experence best value for breakfast hands down and no other fast food restaurant offers such a dverse selecton of sde orders and combo flexbltyf you love harveys you must try ths locaton,0.9802,Good
Harvey's (109 St & 104 Ave),Burgers,"10358 109 St Nw, Edmonton, AB T5J",AB,53.5458168,-113.5089218,5.0,been gong to ths locaton so many years ts the one around near my work have never had a problem herehow do you have a problem at harveys ts harveys you even get to choose your toppngs f you want more or less toppngs they wll do t for you every harveys been to have never had a problem the west edmonton mall locaton the st locaton and even when they had one n the home depot on never once had a problem,0.8091,Good
Harvey's (109 St & 104 Ave),Burgers,"10358 109 St Nw, Edmonton, AB T5J",AB,53.5458168,-113.5089218,4.0,food was tasty smaller burger than they used to be but good staff were nce they could clean a bt more n the dnng area,0.9022,Good
Denny's (10803-104 Ave NW),Breakfast and brunch,"10803-104 Ave Nw, Edmonton, AB T5J 4Z5",AB,53.545992,-113.5070038,5.0,came here cuz was cravng dner food frst tme at dennys and t was awesome food was delcous and wellportoned for the prce ther menus are full of varety drnkssnacks food and dessert are all separate and glad to see that they cater to detary restrctons servce was topnotch and everyone was frendly and energetc fy for amercans they accept dscover card understand the hype around dennys theyre open hours whch means you can grab your late nght greasy spoon fx mpressve overall for a franchsee defntely come wth famly or frends,0.9825,Good
Denny's (10803-104 Ave NW),Breakfast and brunch,"10803-104 Ave Nw, Edmonton, AB T5J 4Z5",AB,53.545992,-113.5070038,5.0,ordered the amercan slam cnnamon pancake breakfast and coffee t was all delcous and t was all brought out very fast vjay was my water he was frendly dlgent and provded servce wth a smle overall a great meal,0.8979,Good
Denny's (10803-104 Ave NW),Breakfast and brunch,"10803-104 Ave Nw, Edmonton, AB T5J 4Z5",AB,53.545992,-113.5070038,5.0,everythng was excellent they were accommodatng and treat us ncely food was also very good along wth our very nce server tess would come here agan for sure,0.9508,Good
Denny's (10803-104 Ave NW),Breakfast and brunch,"10803-104 Ave Nw, Edmonton, AB T5J 4Z5",AB,53.545992,-113.5070038,5.0,nce place not too crowded great servce thank you to our accommodatng server thesshad a hearty bfast here,0.2514,Bad
Denny's (10803-104 Ave NW),Breakfast and brunch,"10803-104 Ave Nw, Edmonton, AB T5J 4Z5",AB,53.545992,-113.5070038,5.0,a great meal ths mornng at the most relable dennys n town great servce courtesy of our server amanda wll be back soon really enjoyed the bourbon chcken skllet,0.9359,Good
Ricky's All Day Grill (Jasper Ave),Breakfast and brunch,"10140 109 Street, Edmonton, AB T5J 1M7",AB,53.5412496,-113.5096212,5.0,tred ther vegetaran burger opton whch had blonde based patty and let me be honest wth you guy the burger was bascally as bg as my face that thng was hugethe other thng that really caught my attenton was patty mxed wth vegges most of the other plantbased pattes that have tred are mostly jucy but ths one was a lttle bt crspy on the outsde and then very soft on the nsde and then also got tomato soup on the sde t was tasty tooshout out to my server sarah she was super nce and the overall atmosphere was really good hghly recommended,0.9646,Good
Ricky's All Day Grill (Jasper Ave),Breakfast and brunch,"10140 109 Street, Edmonton, AB T5J 1M7",AB,53.5412496,-113.5096212,5.0,fabulous breakfasts huge asked for my hash browns extra crspy and the delvered had the works omelette super tasty,0.8625,Good
Ricky's All Day Grill (Jasper Ave),Breakfast and brunch,"10140 109 Street, Edmonton, AB T5J 1M7",AB,53.5412496,-113.5096212,3.0,was quet whch was nce soup was cold but good fshshrmp platter was good clubhouse was good servce was nce,0.9528,Good
Ricky's All Day Grill (Jasper Ave),Breakfast and brunch,"10140 109 Street, Edmonton, AB T5J 1M7",AB,53.5412496,-113.5096212,5.0,came here for brunch and there was ample seatng and the staff here were so nce and personable had such a famly restaurant feel to t tons of choces to choose from as well,0.6924,Good
Ricky's All Day Grill (Jasper Ave),Breakfast and brunch,"10140 109 Street, Edmonton, AB T5J 1M7",AB,53.5412496,-113.5096212,3.0,have been comng here for years and t s very good wll defntely come agan ts good for a couple or a larger group food was tasty servce was fast and courteous although t took a lttle whle longer than expected for the food prces are reasonable love t that breakfast s avalable all day had the eggs benedct wth spcy chorzo and lked tfebruary were back for sunday breakfast and enjoyed t although once agan we had to wat longer than antcpated t was busy but t should not have taken almost mnutes for our order today had the steak and eggs and t was okay the hash browns were mostly cold so was the toast qualty s good and servce was frendly and courteous coffee was warm so overall t was okay,0.9849,Good
Cora Breakfast and Lunch (10041 106 th Street NW),Breakfast and brunch,"10041 106 Th Street Nw, Edmonton, AB T5J",AB,53.5400481,-113.5023609,5.0,food was great and servce was fast some homeless dude outsde kept yellng swear words whch knda dampened the mood but that not coras fault great spot for a good breakfast had the pancakes and they were huge defntely worth the money compared to some restaurants,0.9741,Good
Cora Breakfast and Lunch (10041 106 th Street NW),Breakfast and brunch,"10041 106 Th Street Nw, Edmonton, AB T5J",AB,53.5400481,-113.5023609,2.0,made an order for delvery ths mornng t was made and delvered n a tmely fashon the bananamango smoothe was fne but not worth the the major problem was wth the blueberry pancakes they had only blueberres each whch s very frustratng as the whole purpose of orderng blueberry pancakes s havng blueberres n the pancakes so that wasnt great next stopped before eatng even a quarter of one of the three pancakes they dd not have the taste or texture of pancakes can only descrbe t as what magne tryng to eat a soft sponge would be lke completely nedblets a shame because cora s one of the few places know of that offers blueberry pancakes and ve enjoyed them before but m honestly not sure f ll ever get the memory of how bad ths order was out of my head enough to try them agan,-0.8838,Bad
Cora Breakfast and Lunch (10041 106 th Street NW),Breakfast and brunch,"10041 106 Th Street Nw, Edmonton, AB T5J",AB,53.5400481,-113.5023609,5.0,brllant brunch spot n downtown edmonton they are super busy as t s near the entrance of the hotel so they have local and travellng customerseven wth the hgh demand the staff s effcent and provded wellcooked eggshghly recommend ths spot,0.9152,Good
Cora Breakfast and Lunch (10041 106 th Street NW),Breakfast and brunch,"10041 106 Th Street Nw, Edmonton, AB T5J",AB,53.5400481,-113.5023609,4.0,was n edmonton for the garth brooks concert and stayed at the hotel wth ths restaurant atn t had breakfast there twce two dfferent optons the eggs benedct and an omelette the fres were actually potato wedges and felt they were surprsngly good for smple potato wedges the eggs benny had a lot of frut for garnsh ncludng a cantaloupe slce strawberry and apple overall both breakfasts were good szed and fllng and would have lked to have seen the omelette be seasoned saltpepper at the tme of cookng but t can be added by the customerthe only con such as t s am used to low prced breakfasts and the prces here were knd of dear for breakfasts but the qualty was there and wanted to go backt appears to be a famly run restaurant am guessng here but got along wth the servers and actually chatted wth them both days had a fun tme the decor s smple as n not much but the food qualty was hgh and the labour n the food prep showed that the overall restaurant qualty s worth the vstdefntely can recommend to have breakfast there,0.9602,Good
Cora Breakfast and Lunch (10041 106 th Street NW),Breakfast and brunch,"10041 106 Th Street Nw, Edmonton, AB T5J",AB,53.5400481,-113.5023609,5.0,wonderful food especally for breakfast enjoyed my food a bunch and the water was really nce always sayng thank you that was so lovely of her may everyone here have a great day thank you,0.9759,Good
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,4.0,our server greta was absolutely lovely very professonal and equally frendly made everyone feel welcome the food was good and reasonably prced we dd have challenges hearng each other over the nose n the restaurant not much they can do about that,0.9259,Good
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,4.0,the food was excellent we went n there for a breakfast they had proten pancakes opton so ordered that t had the rght amount of sweetness had there been a lttle more cream on the top t would have been perfectthe chcken fajta omlette was amazng as wellall n all a good place for breakfast f you want to go for a balanced meal,0.9661,Good
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,4.0,wanted to try the hop here for awhle pretty decent overall experence but the food lacked a fnesse was lookng for at these prce ponts would expect better qualty especally the bennys whoever poached mne dd a terrble job at t there was hardly any of the whte left n the egg probably swrled around too much faled to mpress,0.0516,Bad
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,1.0,very bad experence my food had hars gong through my omelette nd har found by the server hmself lol my chcken omelette had no chcken nsde ddnt get pancakes as ordered nstead they gave me a frut bowl so obvously wrote my order wrong or wasnt lstenngt used to be my fav goto place wth guests and famly but unfortunately wth ther qualty so down doubt ll brng my guests here sad to see ths place gong downhll so fast,-0.9528,Bad
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,5.0,love the healthy opton for breakfast the server was awesome and knew the menu well for me to make a decson for breakfast ncludes tpfood was fresh and good,0.9538,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,2.0,my husband and decded to have breakfast at hop yesterday and how dsappontng the host that took our name was rude and had an atttude although that should have been a red flag for us we stayed and wated to be seated we were fnally seated and was even more dsapponted at the drty table we were seated at thank goodness our watress was knd and frendly she took our orders and brought us coffee ordered xx whch was well made and my husband ordered an eggs benedct whch was made perfectly dont thnk well go back to ths locaton would rather dne and support a busness who hre and tran hosts who greet people welcomng not rude and abrasve,0.8981,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,5.0,amazng great food of course ts a famly restaurant so there s alot of nose from the chldren but worth the food portons and taste my server was adrano hes awesome works hard hope you get hm and tp hm well,0.9575,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,5.0,great famly place our server fensha was wonderful she was attentve and made sure we were enjoyng the meal there was a problem wth one order that she fxed quckly and pleasantlythey were out of a couple of thngs but there were plenty of tasty alternatves recommend to anyone,0.8807,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,1.0,the past tmes our group dned here our food was lukewarm bacon was greasy and eggs were cold they certanly do not know how to even make the food look appetzngnot sure f ts under new management but certanly somethng has to change please serve your food hot,0.7406,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,5.0,the restaurant was qute busy but there was lots of staff and our food came out quckly our server was attentvethe last tme was at an hop the cnnastack pancakes looked a lttle dfferent they must have altered how they dd the cnnamon spread but they were stll delcous,0.7227,Good
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,1.0,order tkk chana t was supposed to be tkkes wth chana and yougurt but just got boled potatoes wth green peas,0.0,Bad
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,5.0,they are really amazng ordered at nght and have no opton that tme but honestly really good food thankyou,0.8817,Good
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,1.0,very bad taste ordered chll chcken and veg noodles noodles were so soggy amd tatseless chll chcken s even worse t tasted lke chcken dpped n soy sauce felt lke made by somebody who doesnt know how to cook never gong to order from there very very bad,-0.7708,Bad
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,1.0,ordered beef vndaloo from them and must say t was the worst ndan dsh ve had over the years loaded wth vnegar no value for money,-0.5994,Bad
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,1.0,cheese chlly was so much salty and the noodles was over boled please be careful next tme t runed our appette,-0.0516,Bad
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,5.0,really enjoyed my stay the owner was very nce and helpfulnext tme vst wll surely go back,0.9127,Good
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,5.0,really enjoyed myself and wll surely be comng back,0.7574,Good
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,1.0,wsh could gve ths busness a zero placed an order whch they confrmed wth me over the phone arrved and they sad they dd not get an order drove mns to get a bad servce from them the staff were ggglng and told me they dd not have my orderthey were confused rude and unprofessonal wont be comng back ths s one major reason such restaurants never really grow past one locaton you cant treat customers poorly and be okay was poorly treated and the staff dd not even care f they made a mstake to record my order after called over the phonebest beleve wont be comng back ever ll take my busness elsewhere,-0.8716,Bad
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,1.0,had called to make an order the person on the phone was qute rude and couldnt offer any recommendatons or explan n further detal sayng she had lots of people to order understand tmes can be busy but to be rude and not take customer phone calls s qute unnecessary,-0.764,Bad
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,1.0,horrble customer servce wth nonchalant staff placed an order was gven a tme for pckup arrved at the locaton and they suddenly had no dea what the order was,-0.6908,Bad
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,5.0,you have got to try ths placewe had famly vstng from another contnent and as a part of experencng edmonton decded to sample a fusllade of great cusnes that the cty has to offer after three weeks of eatng out famly consensus went overwhelmngly n favour of langano skes as the tastest food we have had durng the vststop readng ths and order from langano skes,0.6486,Good
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,5.0,the servce we had here was absolutely phenomenal gave great explanatons recommendatons and was keen on our needsthe food tself was delcous ve had ethopan food before but only at festvals communal eatng and eatng wth your hands s pretty dang funoverall d recommend to come here wth a group to get the full experence hghly recommended,0.9741,Good
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,5.0,one of my greatest dscoveres for fooda quet place wth good ambence very frendly staff food s exquste extra star f you are fond of spcy food generous n quantty portons and reasonable prce for all the above combned t s defntely an experence frday nght combo vegetaran s a must try ethopan coffee and kategna s hghly recommended they patently and passonately walk you through menu and explan what to expect extra star for the servce,0.975,Good
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,5.0,langano skes was delghtful sad to see an edmonton staple go the envronment s welcomng and charsmatc the servce was extremely attentve and knd shout out to emma the vegge sambusa was the best way to start the meal but the specal tbs yebeg wot and ateklt aletcha wot were so delcous,0.9545,Good
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,2.0,famly owned restaurant super frendly however prce doesnt do justce wth the quantty thnk ts somewhat prcey wth what they offer taste s okay ordered red lentl entre whch was whch should be and chcken curry for was too oly and less currywhch should be,0.7371,Good
Taste Blends,Indian,"9332 34 Avenue Northwest, Edmonton, AB T6E 5X8",AB,53.466927,-113.475571,5.0,taste blends s the place for authentc kerala food ther buffet s the best kerala buffet ve ever had chcken bryan rata mutton rce and paneer butter masala too for the veg opton must come and try t,0.6369,Good
Taste Blends,Indian,"9332 34 Avenue Northwest, Edmonton, AB T6E 5X8",AB,53.466927,-113.475571,5.0,was nvted here for a date love tryng new foods and was excted to try a new place though have no pctures of what we had dong my best to keep my phone away dd get a few pctures we had the rava masala dosa and the kuttanadan prawn dosa love eatng wth my hands and these two were amazng the flavors were exctng and the food was soo well done we then enjoyed a masala teawe had the place to ourselves but got the mpresson that f the place was full we would have been gven the same amount of attenton excted to return and try more on ther menu,0.9555,Good
