Restaurant Name,Rating,Category,Address
Wendy's (1420 Mc Phillips St.),4.6,Fast food,"1420 Mc Phillips St, Winnipeg, MB R2V 3C5"
KFC (750 Sherbrook Street),4.4,American,"750 Sherbrook Street, Winnipeg, MB R3B"
Munch It Pastry Shop,4.4,Bakery,"67 Goulet St, Winnipeg, MB R2H 0R5"
Double D's Cheesecake & Coffee House,4.7,American,"200 Meadowood Drive, 18, Winnipeg, MB R2M"
Prabh 1313 Food Corner & tiffin services,3.6,Indian,"763 Selkirk Ave, Winnipeg, MB R2W 2N5"
RnR Family Restaurant (1615 Regent Ave W),4.5,Breakfast and brunch,"1615 Regent Ave W, Winnipeg, MB R2C 5C6"
The Pourium,4.9,Alcohol,"942 Portage Ave, Winnipeg, MB R3G 0R1"
Pita Pit (Regent Avenue West),4.6,Healthy,"1615 Regent Ave W, Winnipeg, Mb R2C"
Thai Express (1225 St Mary's Rd #FC2),4.6,Thai,"1225 St Mary'S Rd #Fc2, Winnipeg, MB R2M"
Hudson Bagels,4.4,Bagels,"79 Sherbrook Street, Winnipeg, NAMER R3C 2B2"
Calabria Market & Wine Store,4.9,Alcohol,"139 Scurfield Boulevard, Winnipeg, MB R3Y 1L6"
O Station Cafe,4.8,Coffee & tea,"257 Osborne St, Winnipeg, MB R3L 1Z6"
Robin's (250 York Ave),4.8,Coffee & tea,"250 York Ave, Winnipeg, MB R3C 0N7"
A Taste Of France,New,American,"1171 Kildare Avenue East Winnipeg, Mb R2c 5c1,"
Kalan Restaurant,4.7,South East Asian,"1449 Arlington St, Winnipeg, Mb R2x 1t5, Canada, NAMER R2W"
Denny's Canada (1750 Sargent Ave),4.4,Breakfast and brunch,"1750 Sargent Ave, Winnipeg, MB R3H 0C7"
OEB Breakfast Co. (Winnipeg),4.3,Breakfast and brunch,"330 Main St, 100, Winnipeg, MB R3C 0Y7"
Más Coffee,4.7,Coffee & tea,"70 Arthur St, 100, Winnipeg, MB R3B 1G7"
Lucitas Restaurant,4.7,Comfort food,"55 Waterford Green Common, Winnipeg, Mb R2r 1w4, Canada, Unit D 2-3, R2R 2X2"
Cinnaholic 2188 McPhillips - Winnipeg,New,Rolls,"2188 Mcphillips Street
#14a, Winnipeg, MB R2V 3C8"
Oscar's Deli,4.4,Comfort food,"175 Hargrave St, Winnipeg, MB R3C 3R8"
Will's Sargent Food Mart,4.7,Convenience,"561 Sargent Avenue, Winnipeg, NAMER R3B 1W4"
Coffee Culture & Eatery (2864 Pembina Highway #50),New,Breakfast and brunch,"2864 Pembina Hwy, 50, Winnipeg, MB R3T 2J1"
Cora Breakfast and Lunch (840 Waverley St.),4.4,Breakfast and brunch,"840 Waverley St., Winnipeg, MB R3M"
"Soups, Sandwiches and More",4.2,Sandwiches,"428 Graham Avenu, Winnipeg, Manitoba R3C"
Kay's Delicatessen,New,Coffee & tea,"Kay'S Delicatessen, 339 William Ave, Winnipeg, Mb R3A"
Farmery Estate Brewery,4.8,Alcohol,"2 Donald Street, Winnipeg, MB R3L"
Mama Nors Kitchen,4.5,South East Asian,"642 Leila Avenue, Winnipeg, MB R2V 3N7"
GerSalakot Restaurant,New,Filipino,"737 Keewatin St Winnipeg, Mb R2x 3b9 Canada,"
Four Crowns Restaurant,4.5,Burgers,"1030 Mcphillips St, Winnipeg, NAMER R2X 2K7"
Grill City (Winnipeg),4.5,South East Asian,"2311 Mcphillips St , Unit 307, Winnipeg, MB R2V 3C9"
Casa Ilocandia,4.4,Filipino,"1069 Sargent Ave, Winnipeg, MB R3E 0E6"
Pita Pit (640 Sterling Lyon Parkway),New,Sandwiches,"640 Sterling Lyon Pkwy, Winnipeg, MB R3P 1J9"
Jolly Mug Restaurant,New,American,"1077 St Mary'S Rd, Winnipeg, NAMER R2M 3T2"
G.J. Andrews Food & Wine Shoppe,New,Alcohol,"384 Academy Road, Winnipeg, MB R3M"
"Second Cup (1225 St. Mary’s Road, Unit 101A)",New,Bakery,"1225 St. Mary’s Road , Unit 101A, Winnipeg, MB R2M"
Knight & Day Pizza (870 Main St),New,Pizza,"870 Main St, Winnipeg, MB R2W 3P1"
Mar's Sisig - Jefferson,4.7,Breakfast and brunch,"1303 Jefferson Ave, Winnipeg, MB R2P 1S7"
Winaf African Food,New,African,"2987a Pembina Highway Winnipeg, Mb R3t 2h5,"
Mangkok International Cuisine,4.8,South East Asian,"1075 Notre Dame Avenue, Winnipeg, NAMER R3E 0N4"
Gongcha Osborne,4.7,Asian,"203-121 Osborne St, Winnipeg, MB R3L"
AFV Kitchen - Regent,New,African,"1555 Regent Avenue West Winnipeg, Mb R2c 4j2 Canada,"
Jollof Life Restaurant,4.7,African,"600 Portage Ave, Winnipeg, MB R3C 3L7"
Panda Tea (Pembina),4.5,Bubble tea,"30-2844 Pembina Hwy, Winnipeg, MB R3T"
Atiga Restaurant,4.5,African,"329 William Ave, Winnipeg, MB R3A"
Woodbine Hotel Bar & Vendor,4.9,Alcohol,"466 Main St, Winnipeg, MB R3B 1B6"
VJoy Beverage and Dessert Restaurant,4.8,Bubble tea,"1521 Pembina Highway, Winnipeg, MB R3T"
Panda Tea (McPhillips St),4.6,Asian,"1041 Mcphillips St, Winnipeg, MB R2X 2K6"
Royal Punjabi restaurant,3.8,Indian,"728 Logan Ave, Winnipeg, MB R3E 1M7"
