Restaurant Name,Rating,Category,Address
Nosh Cafe (North),4.8,Indian,"15945 97 Street Northwest , Edmonton, AB T5X 0C7"
Rosso Pizzeria,4.7,Pizza,"8738 109 Street Northwest, Edmonton, AB T6G 1E9"
YiFang Taiwan Fruit Tea 一芳台灣水果茶 (WEM),5.0,Bubble tea,"2580-8882 170 St Nw, Edmonton, AB T5T 4M2"
Seoul Fried Chicken (Whyte Ave),4.8,Korean,"7904b 104 Street Northwest, Edmonton, AB T6J 4C8"
Song Tea 丧茶 (South),New,Bubble tea,"3354a Gateway Boulevard Northwest Edmonton, Ab T6j 6v1,"
Dil-E-Punjab Sweets and Restaurant,4.2,Indian,"1531 Mill Woods Road East Nw, Edmonton, AB T6L"
The Buckingham,4.6,Burgers,"10439 82 Avenue Northwest, Edmonton, AB T6E 2A1"
Oodle Noodle (Terwillegar),4.8,Asian fusion,"2305 Rabbit Hill Rd Nw #3, Edmonton, AB T6R 3L6"
Shoyu Sushi,4.7,Japanese,"10011 109 Street Northwest Edmonton, Ab T5j,"
Remedy Cafe (Whyte Ave),4.8,Indian,"10479 82 Avenue Northwest, Edmonton, AB T6E"
Tokyo Express (Oliver Square),4.8,Sushi,"11436 104 Ave Nw , Edmonton, AB T5H"
New Streets Of India,4.0,Burgers,"1764 34 Avenue, Edmonton, NAMER T6T"
Phobulous,4.7,Vietnamese,"8701 109 St Nw, Edmonton, Ab T6G 2L5"
Pho Hoan Pasteur (Edmonton),4.8,Vietnamese,"6566 28 Ave Nw, Edmonton, AB T6L"
Tapsilog Filipino Cuisine,4.7,Filipino,10617 51 Ave Nw A Edmonton AB T6H
Good Buddy Chinese Restaurant (South),4.6,Chinese,"2059 111 Street Northwest Edmonton, Ab T6j 4v9,"
Chicko Chicken Edmonton (southgate),4.7,Korean,"10633 51 Avenue Northwest, Edmonton, AB T6H 0K8"
New Everest Indian Multi Kitchen & Bar,4.7,Indian,"10540 82 Ave Nw, Edmonton, AB T6E 2A4"
Padmanadi  (Southside),5.0,Vegetarian,"106 6925 Gateway Boulevard Northwest, Edmonton, AB T6H 2J1"
Million Thai Restaurant,4.4,Thai,"4109 118 Avenue Northwest, Edmonton, NAMER T5W 1A3"
Chettinad Aachy's,4.4,Indian,"15525 Stony Plain Road Northwest, Edmonton, AB T5P"
Doughnut Party (Brewery),4.8,Bakery,"11980 104 Ave Nw, Edmonton, Ab T5K 0G6"
Dagu Happy Cup 大鼓奶茶,4.9,Asian,"10408 Jasper Avenue Northwest, Edmonton, AB T5J"
Masala Tree,4.4,Indian,"2714 141 Street Southwest Edmonton, AB T6W"
Lovely Pizza & Indian Cuisine,4.2,Pizza,"16615 50 Street Northwest, Edmonton, T5Y"
Mudpot Restaurant,4.2,Indian,"23 Ave Nw #2382, Edmonton, AB T6T 0R1"
Siam Thai Kitchen,4.6,Thai,"15883 116 Avenue Northwest , Edmonton, AB T5M"
Cosmic Pizza and Donair (Downtown),4.7,Pizza,"10412 102 Ave, Edmonton, AB T5J 0B4"
Cinnaholic Bakery (Whyte Ave),4.7,Desserts,"10345 82 Ave Nw Unit 101, Edmonton, AB T6E"
PrimeTime Donair & Poutine - Ermineskin,4.8,Burgers,"3004b 106 St, Edmonton, AB T6J 5M5"
Smokin' Barrels Cocina Latina,4.4,Mexican,"13119 156 St Nw, Edmonton, AB T5V 1V2"
Lemongrass Cafe,4.7,Vietnamese,"10417 51 Avenue, Edmonton, AB T6H 0K4"
Tasty Indian Restaurant & Meat Shop,4.4,Indian,"12916 127 St Nw, Edmonton, AB T5L 1A9"
TasteBuds Hyderabadi Indian Fusion,4.5,Indian,"5641 Riverbend Road Northwest, Edmonton, AB T6H"
Checkers Pizza & Kabab (Whyte Ave.),4.7,Pizza,"10658 82 Avenue Northwest, Edmonton, NAMER T6E"
Y-Not Indian Bar & Bistro,4.2,Indian,"3311 34 Street Northwest, Edmonton, AB T6T 2K6"
New Gurkha Indian Restaurant & Bar,4.4,Indian,"4005 Gateway Blvd Nw, Edmonton, AB T6J"
Kathmandu rasoi Ltd,4.7,Indian,"17759 98a Ave Nw, Edmonton, AB T5T 5W8"
Soban Sushi & Asian Taste,4.8,Sushi,"7450 82 Avenue Northwest, Edmonton, AB T6B 0G2"
Royal Sweets & Restaurant,4.2,Indian,"5065 22 Avenue Southwest, Edmonton, AB T6X"
Raja Foods,4.4,Indian,"5173 55 Ave Nw, Edmonton, AB T6B"
