Restaurant Name,Rating,Category,Address
Ranvee's Restaurant And Bar,New,Burgers,"80 Cedar Street, Greater Sudbury, ON P3E 1A5"
Peppi Panini,New,Italian,"93 Durham St, Sudbury, NAMER P3E 5M7"
Taj Bistro (Sudbury),4.0,Indian,"151 Larch St, Sudbury, Ontario P3E 1"
KFC (1341 Martindale Road),4.1,American,"1341 Martindale Road, Sudbury, ON P3E 4J7"
Leslie's Charbroil & Grill,4.6,Comfort food,"633 Notre Dame Ave, Sudbury, On P3C"
Popeyes (878 Notre Dame Ave),4.5,American,"883 Notre Dame Avenue, Greater Sudbury, NAMER P3C5K2"
7 Star Dumpling House (Regent St.),4.6,Chinese,"1355 Regent Street, Sudbury, ON P3E 3Z1"
Pho Noodle House,4.8,Pho,"81 Larch Street Greater Sudbury, On P3e 1b8 Canada,"
Cuisine Tropicale,New,American,"893 Nôtre Dame Avenue, 4, Sudbury, ON P3C"
Tandoori Tastes,New,Vegetarian,"96 Larch Street Greater Sudbury, On P3e Canada,"
Wendy's (1015 The Kingsway),4.6,Fast food,"1015 The Kingsway, Sudbury, ON P3B 2E6"
Starbucks (1935 Paris Street),4.8,Bakery,"1935 Paris Street, Sudbury, ON P3E 3C6"
Arby's - Sudbury (Paris St),4.8,American,"1865 Paris Street, Greater Sudbury, NAMER P3E 3C5"
McDonald's (Kingsway),4.3,Burgers,"1194 Kingsway, Sudbury, ON P3A"
Okinawa Sushi Regent,4.3,Japanese,"1716 Regent Street, Sudbury, ON P3E 3Z8"
Little Caesars (1835 Regent St),4.6,Pizza,"1835 Regent St, Sudbury, ON P3E 3Z7"
East Side Mario's (Lasalle),4.7,Italian,"900 Lasalle Blvd., Sudbury, ON P3A"
Okinawa Sushi Lasalle,4.6,Sushi,"798 Lasalle Boulevard Greater Sudbury, On P3A"
"Osmow's (2040 Algonquin Rd, Unit 13A)",4.3,Mediterranean,"2040 Algonquin Rd , Unit 13A, Sudbury, ON P3E"
J&M Indian Cuisine,4.0,Indian,"2037 Long Lake Road, Unit 3, Greater Sudbury, NAMER P3E 6J9"
Herbert Fisheries,New,Snacks,"1942 Regent Street, Sudbury, ON P3E 5V5"
Fionn MacCool's (Regent),4.7,Pub,"1877 Regent St, Sudbury, On P3E 3Z7"
The Daventry Kitchen & Bar,New,Comfort food,"1500 Regent Street, Greater Sudbury, NAMER P3E 3Z6"
Damascus Restaurant,4.6,Middle Eastern,"1210 Lasalle Blvd, Greater Sudbury, ON P3A 1Y5"
A&W (2404 Long Lake Rd),4.5,Fast food,"2404 Long Lake Rd, Sudbury, ON P3E"
"Dollarama (747 Notre Dame Ave., Unit 102C)",New,Toys,"747 Notre Dame Ave., Unit 102c, Sudbury, NAMER P3A 2T2"
Rudy's Restaurant,4.5,Comfort food,"483 Lasalle Blvd,, Sudbury, On, P3a 1w8,"
Shoeless Joe's Sports Grill (Regent St),4.7,American,"2260 Regent St, Sudbury, ON P3E"
Herc's Greek Eatery,4.7,Greek,"875 Nôtre Dame Avenue, Sudbury, ON P3C"
Ice Cream Shop,New,Ice Cream & Frozen Yogurt,"1299 Marcus Drive, Greater Sudbury, NAMER P3B 4K6"
LCBO (1099 Marcus Drive),New,Alcohol,"1099 Marcus Drive, Sudbury, NAMER P3B4K6"
Red Lobster  (1600 LASALLE BLVD),4.0,American,"1600 Lasalle Blvd, SUDBURY, ON P3A"
King’s Way Buffet,4.2,Chinese,"1051 Kingsway, Greater Sudbury, ON P3B 2E6"
7 Star Dumpling House (Lasalle Boulevard),4.4,Chinese,"1899 Lasalle Boulevard, Greater Sudbury, NAMER P3A 2A3"
BarBurrito: Sudbury: Kingsway,4.4,Mexican,"1277 Kingsway, Greater Sudbury, NAMER P3B 2E6"
Tahini's (Sudbury),4.6,Mediterranean,"2416 Long Lake Road Greater Sudbury, On P3e 5h5 Canada,"
Kwik Way (Bancroft Dr.),New,Convenience,"1465 Bancroft Drive, Greater Sudbury, ON P3B"
A-One Dumpling Shop,New,Nepalese,"40 Elm St, Elm Place Unit 148,, Greater Sudbury, NAMER P3C 1S8"
Tim Hortons (885 Notre Dame Street),4.5,Bakery,"885 Notre Dame Street, Sudbury, ON P3A 2T2"
Marc's Subs,New,Comfort food,"2361 Bancroft Drive, Sudbury, ON P3B"
Taco Bell (1349 LaSalle Blvd),4.4,Mexican,"1349 Lasalle Blvd, Sudbury, On P3A"
SilverCity Sudbury Cinemas,4.5,American,"355 Barrydowne Road, Sudbury, P3B 4K6"
Churchill Convenience,New,Convenience,"575 Churchill Avenue, Greater Sudbury, ON P3A 5N4"
PIZZERIA ROMA 1894,4.9,Pizza,"1894 Lasalle Boulevard, Level / Suite 5, Greater Sudbury, NAMER P3A 2A4"
Canadian Tire Gas+ (2040 Algonquin Rd),New,Snacks,"2040 Algonquin Rd. , Unit 30, Sudbury, ON P3E 4Z6"
Trevi Bar & Grill,New,American,"1837 Lasalle Blvd, Sudbury, ON P3A 2A3"
Mucho Burrito (1250 Lasalle Boulevard),4.5,Mexican,"1250 Lasalle Boulevard, Sudbury, ONTARIO P3A"
On the Run 42382 | (463 Falconbridge Rd),New,Everyday Essentials,"463 Falconbridge, SUDBURY, ON P3A 5N4"
