restaurant_name,price_range,rating,total_reviews,category,location,province,address
Sushi Cushi,$$,4.0 ,35,Japanese,winnipeg,MB,"1045 St James Street Unit - K Winnipeg, MB R3H Canada"
King + Bannatyne,$$,3.9 ,35,Sandwiches,winnipeg,MB,"100 King Street Unit D Winnipeg, MB R3B 0P6 Canada"
La Belle Baguette,$,4.2 ,18,Coffee & Tea,winnipeg,MB,"248 Avenue de la Cathedrale Winnipeg, MB R2H 2V9 Canada"
Hsieh Family Restaurant,$,3.6 ,5,Taiwanese,winnipeg,MB,"230 Dalhousie Drive Winnipeg, MB R3T 2Z1 Canada"
The Oakwood,$$,3.6 ,30,Salad,winnipeg,MB,"660 Osborne Street Unit 4 Winnipeg, MB R3L 2B6 Canada"
Pizzeria Gusto,$$$,3.9 ,34,Pizza,winnipeg,MB,"404 Academy Road Winnipeg, MB R3N 0B8 Canada"
Ta.Ke Sushi Take-Out,$$,4.0 ,6,Sushi Bars,winnipeg,MB,"1235 Pembina Highway Winnipeg, MB R3T 2A9 Canada"
Naru Sushi,$$,4.3 ,26,Japanese,winnipeg,MB,"159 Osborne Street Winnipeg, MB R3L 1Y7 Canada"
Carnaval Brazilian BBQ,$$$$,3.3 ,32,Barbeque,winnipeg,MB,"270 Waterfront Drive Winnipeg, MB R3B 0L4 Canada"
Yellow Dog Tavern,$$,3.7 ,30,Pubs,winnipeg,MB,"386 Donald Street Winnipeg, MB R3B 2J2 Canada"
Dwarf No Cachette Cafe & Gift,$$,4.2 ,30,Japanese,winnipeg,MB,"157 Provencher Boulevard Winnipeg, MB R2H 0G2 Canada"
Cafe Carlo,$$$,3.5 ,17,Canadian (New),winnipeg,MB,"243 Lilac Street Winnipeg, MB R3M 2S2 Canada"
The Don Restaurant,$$,3.6 ,20,Breakfast & Brunch,winnipeg,MB,"120 Donald Street Suite 2 Winnipeg, MB R3C 4G2 Canada"
Dim Sum Garden Restaurant,$$,2.9 ,25,Dim Sum,winnipeg,MB,"2677 Pembina Highway Winnipeg, MB R3T 2H5 Canada"
Resto Gare Bistro,$$$,3.8 ,24,French,winnipeg,MB,"630 Des Meurons Street Winnipeg, MB R2H 2P9 Canada"
Wasabi Sabi,$$$,4.2 ,31,Sushi Bars,winnipeg,MB,"1360 Taylor Ave Winnipeg, MB R3M 3Z1 Canada"
Wako Sushi Cafe,$,4.1 ,11,Japanese,winnipeg,MB,"875 Corydon Avenue Winnipeg, MB R3M 0W7 Canada"
Sukhothai,$$,4.0 ,26,Thai,winnipeg,MB,"191 Osborne Street Winnipeg, MB R3L 1Z2 Canada"
Clay Oven East Indian Restaurants,$$,3.8 ,23,Indian,winnipeg,MB,"1 Portage Avenue E 3rd Floor Winnipeg, MB R3B 3N3 Canada"
Nuburger,$$,4.1 ,65,Burgers,winnipeg,MB,"472 Stradbrook Avenue Winnipeg, MB R3L 0J9 Canada"
Bangkok Thai Restaurant,$$,3.9 ,24,Thai,winnipeg,MB,"100 Osborne Street Suite 208,Floor 2 Winnipeg, MB R3L 1Y5 Canada"
Vientiane Restaurant,$$,3.8 ,13,Thai,winnipeg,MB,"12-208 Marion Street Winnipeg, MB R2H 0T6 Canada"
Delicious Vegetarian Restaurant,$$,4.5 ,20,Vegetarian,winnipeg,MB,"1467 Pembina Highway Winnipeg, MB R3T 2C5 Canada"
Sizzling Dhaba,$$,4.5 ,11,Indian,winnipeg,MB,"628A St Anne's Rd Winnipeg, MB R2C 0A1 Canada"
The Keg Steakhouse + Bar,$$$,4.1 ,40,Steakhouses,winnipeg,MB,"115 Garry St Winnipeg, MB R3C 1G5 Canada"
Southdale Village Family Restaurant,$$,4.0 ,6,Canadian (New),winnipeg,MB,"35 Lakewood Boulevard Winnipeg, MB R2J 2M8 Canada"
Feast Cafe Bistro,$$,4.4 ,18,Canadian (New),winnipeg,MB,"587 Ellice Avenue Winnipeg, MB R3B 1Z7 Canada"
The Rib Room,$$,3.3 ,4,Hotels,winnipeg,MB,"330 York Ave Winnipeg, MB R3C 0N9 Canada"
Helios Restaurant,$$,4.3 ,4,Greek,winnipeg,MB,"241 St Mary's Road Winnipeg, MB R2H 1J4 Canada"
The Park Cafe,$$,4.0 ,21,Breakfast & Brunch,winnipeg,MB,"330 Assiniboine Park Drive Winnipeg, MB R3P 2N6 Canada"
Saucers Cafe,$$,3.9 ,16,Cafes,winnipeg,MB,"570 Academy Road Winnipeg, MB R3N 0E3 Canada"
QDOBA Mexican Eats,$,3.9 ,21,Mexican,winnipeg,MB,"1340 Ellice Ave Unit 1 Winnipeg, MB R3G 0E9 Canada"
The Canadian Brewhouse,$$,2.5 ,28,Sports Bars,winnipeg,MB,"1715 Kenaston Boulevard Winnipeg, MB R3Y 1V5 Canada"
Mercadito Latino,$$,4.5 ,13,Mexican,winnipeg,MB,"570-C Sargent Avenue Winnipeg, MB R3E 0A2 Canada"
The Yellow Deli,$,3.6 ,5,Sandwiches,winnipeg,MB,"490 Des Meurons Street Unit 1 Winnipeg, MB R2H 2P5 Canada"
OPA! of Greece SmartCentres Kenaston,$,4.1 ,10,Greek,winnipeg,MB,"1639 Kenaston Boulevard Building F Winnipeg, MB R3P Canada"
