restaurant_name,price_range,rating,total_reviews,category,location,province,address
Tandoori Palace,$$,3.8 ,34,Indian,montreal,QC,"3424 Boulevard Cartier O Laval, QC H7V 1K2 Canada"
Kitchen 73,$$,3.7 ,55,Breakfast & Brunch,montreal,QC,"1661 Boulevard de l'Avenir Laval, QC H7S 2N5 Canada"
Oui Mais Non,$,4.7 ,62,Cafes,montreal,QC,"72 Rue Jarry Est Montreal, QC H2P 1T1 Canada"
Le Chalutier,$$,4.3 ,14,Canadian (New),montreal,QC,"1031 Boulevard des Laurentides Laval, QC H7G 2V8 Canada"
Birreria Itali.co,$$,3.6 ,45,Gastropubs,montreal,QC,"3131 Boulevard de la Côte-Vertu Saint-Laurent, QC H4R 1Y6 Canada"
Les Faims Finauds,$$,4.5 ,6,French,montreal,QC,"9443 Rue Lajeunesse Montreal, QC H2M 1S5 Canada"
Bar Suzanne,$$,4.1 ,47,Speakeasies,montreal,QC,"20 Avenue Duluth E Montreal, QC H2W 1G6 Canada"
Auberge du Dragon Rouge,$$$,4.6 ,50,Dinner Theater,montreal,QC,"8870 Rue Lajeunesse Montreal, QC H2M 1R6 Canada"
Madre,$$,3.9 ,7,Seafood,montreal,QC,"124 Rue Fleury Ouest Montreal, QC H3L 1T4 Canada"
Le Professeur,$$,3.9 ,16,Lebanese,montreal,QC,"9735 Boulevard de l'Acadie Montreal, QC H4N 2W2 Canada"
Garage Beirut,$$,4.3 ,176,Lebanese,montreal,QC,"1238 rue Mackay Montreal, QC H3G 2H4 Canada"
Kyoto,$$,4.5 ,31,Japanese,montreal,QC,"861 Boulevard Decarie Saint-Laurent, QC H4L 3L7 Canada"
The Keg Steakhouse + Bar - Laval,$$$,4.0 ,71,Steakhouses,montreal,QC,"3035 Boul Le Carrefour Laval, QC H7T 1C8 Canada"
Escondite,$$,4.1 ,245,Bars,montreal,QC,"1206 Avenue Union Montreal, QC H3B 3A7 Canada"
Daou,$$,4.0 ,25,Lebanese,montreal,QC,"2373 Boulevard Marcel-Laurin Saint-Laurent, QC H4R 1K4 Canada"
Madisons,$$,3.3 ,16,American (Traditional),montreal,QC,"1695 Boulevard de l'Avenir Laval, QC H7S 2N5 Canada"
Le Boating Club,$$$,3.9 ,15,Breakfast & Brunch,montreal,QC,"30 Boulevard Curé-labelle Laval, QC H7L 3B5 Canada"
Saint Sushi Plateau,$$,4.5 ,366,Sushi Bars,montreal,QC,"424 Avenue Duluth E Montreal, QC H2L 1A3 Canada"
Le Virunga,$$$,4.7 ,39,African,montreal,QC,"851 Rue Rachel E Montreal, QC H2J 2H9 Canada"
Yokato Yokabai,$$,4.2 ,470,Ramen,montreal,QC,"4185 Rue Drolet Montreal, QC H2W 2L5 Canada"
Maison Minh,$$,4.6 ,5,Vietnamese,montreal,QC,"488 Boulevard des Laurentides Laval, QC H7G 2V1 Canada"
Les Cavistes,$$,3.8 ,13,French,montreal,QC,"196 Rue Fleury O Montreal, QC H3L 1T5 Canada"
Shanghai 360,$$,3.7 ,6,Chinese,montreal,QC,"3035 Boulevard le Carrefour Laval, QC H7T 1C8 Canada"
San Gennaro,$,4.3 ,45,Pizza,montreal,QC,"69 Rue Saint-Zotique Est Montreal, QC H2S 1K7 Canada"
Le Petit Italien,$$,3.6 ,27,Italian,montreal,QC,"1265 Rue Bernard O Outremont, QC H2V 1V8 Canada"
Mucho Burrito Fresh Mexican Grill,$,3.7 ,6,Mexican,montreal,QC,"1029 Marché Central Montreal, QC H4N 1J8 Canada"
Le Steak Frites St-Paul,$$$,3.7 ,10,Steakhouses,montreal,QC,"2125 Boulevard le Carrefour Boul Laval, QC H7S 2J7 Canada"
Restaurant Calvi,$$$,4.5 ,10,Italian,montreal,QC,"2940 Ave Pierre-Péladeau Laval, QC H7T 3B3 Canada"
Le Petit Flore,$$,4.2 ,10,French,montreal,QC,"1145 Rue Fleury E Montreal, QC H2C 1P9 Canada"
The Dumpling Hut,$$,4.5 ,99,Chinese,montreal,QC,"3591 Rue Clark Montreal, QC H2X 2R9 Canada"
Le Pick-Up,$,4.6 ,85,Convenience Stores,montreal,QC,"7032 Rue Waverly Montreal, QC H2S 3J2 Canada"
Antep Kabab,$,4.4 ,123,Turkish,montreal,QC,"1626 Boulevard de Maisonneuve O Montreal, QC H3H 2N4 Canada"
Resto la Menthe Poivrée,$$,4.5 ,11,French,montreal,QC,"2379 Boulevard Rosemont Montreal, QC H2G 1T9 Canada"
Bistro Nolah,$$,4.3 ,77,Southern,montreal,QC,"3669 Boulevard Saint-Jean Dollard-des-Ormeaux, QC H9G 1X2 Canada"
Table 51,$$,3.3 ,60,Bars,montreal,QC,"3035 Boulevard Le Carrefour Laval, QC H7T 1C8 Canada"
Maria Bonita,$$,4.2 ,31,Mexican,montreal,QC,"5163 Boulevard Saint-Laurent Montreal, QC H2T 1R9 Canada"
Le Colonel Moutarde,$$,4.5 ,26,Canadian (New),montreal,QC,"4418 Rue Saint-Denis Montreal, QC H2J 2L1 Canada"
Burger de Ville,$,4.4 ,19,Burgers,montreal,QC,"7093 Jarry E Montreal, QC H1J 1G3 Canada"
Lasagne Du Plateau,$$,4.9 ,8,Italian,montreal,QC,"5007, Avenue Du Parc Montreal, QC H2V 4E9 Canada"
Satay Brothers,$$,4.2 ,81,Singaporean,montreal,QC,"138 Avenue Atwater Montreal, QC H4C 2H6 Canada"
Chez Gerard,$$,4.1 ,7,Fast Food,montreal,QC,"46 Boulevard Cartier O Laval, QC H7N 2H4 Canada"
Boucherie Abu Elias,$$,4.4 ,40,Middle Eastern,montreal,QC,"733 Boulevard de La Cote-Vertu Saint-Laurent, QC H4L 1Y3 Canada"
Ottavio,$$,3.7 ,31,Italian,montreal,QC,"1459 Boulevard Saint-Martin O Laval, QC H7S 1N1 Canada"
K-BBQ,$$,4.0 ,36,Korean,montreal,QC,"4337 Boulevard Saint-Jean Dollard-des-Ormeaux, QC H9H 2A4 Canada"
Restaurant Lyla,$$,3.9 ,20,Vietnamese,montreal,QC,"431 Jean-Talon Rue O Montreal, QC H3N 1P9 Canada"
LA BOULANGERIE PÂTISSERIE CONCORDE ARTISAN,$$,4.0 ,2,Bakeries,montreal,QC,"608 Boulevard de la Concorde Ouest Laval, QC H7N 5R1 Canada"
Bành Mi Thinh,$,4.5 ,2,Vietnamese,montreal,QC,"8084 Rue Lajeunesse Montreal, QC H2R 2J6 Canada"
Escondite,$$,4.3 ,55,Mexican,montreal,QC,"2119 Boulevard le Carrefour Laval, QC H7S 1Z4 Canada"
