restaurant_name,price_range,rating,total_reviews,category,location,province,address
Izakaya Tomo,$$,4.4 ,169,Japanese,edmonton,AB,"3739 99 Street Edmonton, AB T6E 6J7 Canada"
JOEY Bell Tower,$$,3.9 ,81,Canadian (New),edmonton,AB,"10310-101 Street NW Edmonton, AB T5J 4X1 Canada"
Dadeo,$$,4.0 ,263,Southern,edmonton,AB,"10548A 82 Avenue NW Edmonton, AB T6E 2A4 Canada"
Share,$$$,3.8 ,10,Steakhouses,edmonton,AB,"10135 100 Street NW The Westin Edmonton Edmonton, AB T5J 0N7 Canada"
CRAFT Beer Market,$$,3.5 ,258,Canadian (New),edmonton,AB,"10013 101A Avenue Edmonton, AB T5J 0C3 Canada"
Dorinku Tokyo,$$,4.2 ,191,Sushi Bars,edmonton,AB,"10205 82 Avenue NW Edmonton, AB T6E 3X8 Canada"
Little Brick,$$,3.9 ,100,Cafes,edmonton,AB,"10004  90th Street Edmonton, AB T5H 4P4 Canada"
La Patrona,$$,4.4 ,108,Mexican,edmonton,AB,"2 Athabascan Avenue Unit 8 Sherwood Park, AB T8A 4E3 Canada"
XO Bistro & Bar,$$,4.6 ,81,Vietnamese,edmonton,AB,"10236 103 Street Edmonton, AB T5J 0Y8 Canada"
Glass Monkey,$$,3.8 ,68,Gastropubs,edmonton,AB,"5842 111 Street NW Edmonton, AB T6H 3G1 Canada"
Northern Chicken,$$,4.1 ,165,Chicken Shop,edmonton,AB,"10704 124 Street Edmonton, AB T5M 0H1 Canada"
Asian Express Hot Pot,$$,4.5 ,52,Asian Fusion,edmonton,AB,"10586 100 Street NW Edmonton, AB T5H 2R6 Canada"
Dagu Rice Noodle,$$,4.3 ,15,Noodles,edmonton,AB,"10408 Jasper Avenue Edmonton, AB T5J 1Z3 Canada"
Kiwado Japanese Cuisine,$$,4.2 ,20,Sushi Bars,edmonton,AB,"10923-101 Street NW Edmonton, AB T5H 2S7 Canada"
Bottega 104,$$$,3.5 ,43,Bars,edmonton,AB,"10181 104 Street NW Edmonton, AB T5J 0Z9 Canada"
Golden Dumpling Restaurant,$,3.7 ,7,Chinese,edmonton,AB,"10939-101 Street Edmonton, AB T5H 2S7 Canada"
LOFT Thai Eatery,$$,4.3 ,38,Thai,edmonton,AB,"5324 75 Street NW Edmonton, AB T6E 6S4 Canada"
May,$$$,4.4 ,5,Salad,edmonton,AB,"10522 124 St Edmonton, AB T5N 1R9 Canada"
OEB Breakfast,$$,4.2 ,89,Breakfast & Brunch,edmonton,AB,"10174 100A Street Edmonton, AB T5J 0H3 Canada"
Vaticano Cucina,$$,4.2 ,89,Italian,edmonton,AB,"10310 45 Ave NW Edmonton, AB T6H 5K3 Canada"
Y-Not Indian,$,4.7 ,21,Fast Food,edmonton,AB,"10060 Jasper Avenue NW Edmonton, AB T5J 1V9 Canada"
Community Taps + Pizza,$$,4.3 ,8,Pizza,edmonton,AB,"8232 Gateway Boulevard NW Edmonton, AB T6E 4B2 Canada"
Misoya,$$,3.8 ,29,Ramen,edmonton,AB,"10146 104 Street NW Edmonton, AB T5J 1A7 Canada"
Harvest Room,$$$,4.1 ,62,Breakfast & Brunch,edmonton,AB,"10065 - 100th Street Edmonton, AB T5J 0N6 Canada"
Bistro Praha,$$,4.1 ,72,Modern European,edmonton,AB,"10117 101 Street NW Edmonton, AB T5J 0T4 Canada"
Calle Mexico,$$,4.5 ,111,Mexican,edmonton,AB,"11127 107th Avenue Edmonton, AB T5H 0X9 Canada"
Thanh Thanh Oriental Noodle House,$$,4.2 ,89,Vietnamese,edmonton,AB,"10718 101 Street NW Edmonton, AB T5H 2S3 Canada"
The Cajun House,$$,4.1 ,64,Cajun/Creole,edmonton,AB,"7 Saint Anne Street St. Albert, AB T8N 2X4 Canada"
Padmanadi Vegetarian Restaurant,$$,4.5 ,322,Vegetarian,edmonton,AB,"10740 101 Street Edmonton, AB T5H 2S3 Canada"
Barbecue King City,$,4.5 ,6,Barbeque,edmonton,AB,"10606 - 97 Street Edmonton, AB T5H 2L6 Canada"
The Next Act,$$,4.2 ,291,Pubs,edmonton,AB,"8224 104 Street NW Edmonton, AB T6E 4E6 Canada"
Haus Falkenstein,$$,4.1 ,25,German,edmonton,AB,"15215 111 Ave NW Edmonton, AB T5M 2R1 Canada"
New Tan Tan,$$,3.8 ,23,Dim Sum,edmonton,AB,"10133 97 Street NW Edmonton, AB T5J 0L2 Canada"
Seoul Fried Chicken,$$,4.0 ,225,Korean,edmonton,AB,"7904B - 104 Street Edmonton, AB T6J 4C8 Canada"
Seoul Fried Chicken,$$,4.0 ,225,Korean,edmonton,AB,"10145 104 Street NW Edmonton, AB T5J 0Z9 Canada"
Lee House,$$,4.1 ,31,Korean,edmonton,AB,"10704 97 Street NW Edmonton, AB T5H 2L9 Canada"
Yo Baba Ukrainian Foods,$$,4.8 ,4,Ukrainian,edmonton,AB,"8103 127 Avenue NW Suite 9 Edmonton, AB T5C 1R9 Canada"
Shanghai 456,$$,3.9 ,66,Dim Sum,edmonton,AB,"14456 - 118 Avenue NW Edmonton, AB T5L 2M5 Canada"
Native Delights,$,4.0 ,9,Burgers,edmonton,AB,"12011 111 Avenue NW Edmonton, AB T5G 0E7 Canada"
Bodega Tapas and Wine Bar,$$$,4.1 ,38,Tapas Bars,edmonton,AB,"10220 103 Street Suite 109 Edmonton, AB T5J 0Y8 Canada"
Belgravia Hub,$$,4.0 ,33,Canadian (New),edmonton,AB,"7609 115 Street  NW Edmonton, AB T6G 0M2 Canada"
Sofra Restaurant,$$$,4.2 ,79,Turkish,edmonton,AB,"10345 106 Street NW Suite 108 Edmonton, AB T5J 1H8 Canada"
Pho Tau Bay,$,4.4 ,86,Vietnamese,edmonton,AB,"10660 98 St NW Edmonton, AB T5H 2N7 Canada"
Avila Arepa,$$,3.9 ,66,Venezuelan,edmonton,AB,"10760 82 Avenue Edmonton, AB T6E 2A8 Canada"
Nuovo Bistro,$$,4.4 ,52,Italian,edmonton,AB,"10721 124 Street Edmonton, AB T5M 0H2 Canada"
La Ronde Revolving Restaurant,$$$,3.8 ,91,Steakhouses,edmonton,AB,"10111 Bellamy Hill NW Edmonton, AB T5J 1N7 Canada"
The Marc,$$$,4.2 ,143,French,edmonton,AB,"9940 106 Street NW Suite 100 Edmonton, AB T5K 2N2 Canada"
Bar Bricco,$$$,4.6 ,57,Italian,edmonton,AB,"10347 Jasper Avenue Edmonton, AB T5J 1Y7 Canada"
Sai Woo Garden Restaurant,$$,3.9 ,52,Chinese,edmonton,AB,"10571 97 St NW Edmonton, AB T5H 2L4 Canada"
Rocky Mountain Icehouse,$$,3.5 ,74,Southern,edmonton,AB,"10516 Jasper Avenue Edmonton, AB T5K 1X4 Canada"
Double Greeting Wonton House,$$,4.1 ,59,Chinese,edmonton,AB,"10212 96 Street NW Edmonton, AB T5H 2G7 Canada"
Graze,$$,2.8 ,4,Buffets,edmonton,AB,"11834 Kingsway Avenue Edmonton, AB T5G 3J5 Canada"
Allegro Italian Kitchen,$$$,4.4 ,16,Italian,edmonton,AB,"9650 142 Street NW Edmonton, AB T5N 4B2 Canada"
Gravy- Burgers And Fries,$$,4.0 ,83,Breakfast & Brunch,edmonton,AB,"10933 - 120 Street Edmonton, AB T5H 3R3 Canada"
Nara Chicken & Tonkatsu,$$,4.0 ,25,Japanese,edmonton,AB,"8712 150 Street NW Edmonton, AB T5R 5Y2 Canada"
The Wokkery Restaurant,$$,3.4 ,16,Chinese,edmonton,AB,"10969 98 St NW Edmonton, AB T5H 2P7 Canada"
Frida Urban Taqueria,$$,4.1 ,15,Mexican,edmonton,AB,"12411 Stony Plain Road Edmonton, AB T5N 3N3 Canada"
Blue Truck Barbecue,$$,3.9 ,21,Barbeque,edmonton,AB,"16336 – 111 Avenue NW Edmonton, AB T5M 4G3 Canada"
Boualouang Laos & Thai Cuisine,$$,4.2 ,77,Thai,edmonton,AB,"10569 97th Street NW Edmonton, AB T5H 2L7 Canada"
Die Pie,$$,4.3 ,74,Pizza,edmonton,AB,"11817 105 Avenue NW Edmonton, AB T5J 0L9 Canada"
Pals Sandwiches,$$,4.6 ,11,Sandwiches,edmonton,AB,"10335 83 Avenue NW Edmonton, AB T6E 2C6 Canada"
El Fogón Latino,$$,4.5 ,21,Venezuelan,edmonton,AB,"8026 118 Avenue Edmonton, AB T5B 0R8 Canada"
Shumka Ukrainian Foods,$$,3.5 ,21,Ukrainian,edmonton,AB,"21F Kingsway Garden Mall NW Edmonton, AB T5G 3A6 Canada"
Malt & Mortar,$$,3.4 ,116,Gastropubs,edmonton,AB,"10416 82 Avenue Edmonton, AB T6E 2A2 Canada"
The Underground Tap & Grill,$$,3.6 ,107,Pubs,edmonton,AB,"10004 Jasper Avenue NW Edmonton, AB T5J 1R3 Canada"
Noodle Feast,$$,4.3 ,80,Chinese,edmonton,AB,"3440 99 Street NW Edmonton, AB T6E 5X5 Canada"
Hanjan,$$,4.3 ,115,Korean,edmonton,AB,"3735 99 Street NW Edmonton, AB T6E 6J7 Canada"
Kazoku Ramen,$$,3.7 ,103,Ramen,edmonton,AB,"16518 100 Avenue NW Edmonton, AB T5P 4Y2 Canada"
Commodore Restaurant,$,4.0 ,66,Diners,edmonton,AB,"10712 Jasper Avenue NW Edmonton, AB T5J 2A7 Canada"
El Mariachi,$$,3.8 ,38,International Grocery,edmonton,AB,"10991A 124 Street Edmonton, AB T5M 0H9 Canada"
Italian Centre Shop,$$,4.6 ,142,Bakeries,edmonton,AB,"10878 95 Street NW Edmonton, AB T5H 2E4 Canada"
Memphis Blues Barbeque House,$$,3.1 ,61,Barbeque,edmonton,AB,"16907 127 Street NW Edmonton, AB T6V 0T1 Canada"
Nhatrang Vietnamese Restaurant,$$,3.8 ,24,Vietnamese,edmonton,AB,"10120 111 Avenue NW Edmonton, AB T5G 0B3 Canada"
Japonais Bistro,$$,4.1 ,158,Japanese,edmonton,AB,"11806 Jasper Avenue Edmonton, AB T5K 0C1 Canada"
Hansik,$$,3.7 ,25,Korean,edmonton,AB,"13727 127St NW Edmonton, AB T6V 1A8 Canada"
Swiss 2 Go,$$,4.3 ,73,Sandwiches,edmonton,AB,"4306-118 Avenue Edmonton, AB T5W 1B2 Canada"
97 Hot Pot,$$,4.2 ,65,Hot Pot,edmonton,AB,"10602 97 Street NW Edmonton, AB T5H 2L6 Canada"
All Happy Family Restaurant,$$,3.4 ,109,Chinese,edmonton,AB,"10011 106 Avenue NW Edmonton, AB T5H 0N8 Canada"
Cirque Du Soleil,$$$$,5.0 ,1,Canadian (New),edmonton,AB,No data or change code
The Lingnan,$$,3.8 ,125,Chinese,edmonton,AB,"10582 104 Street NW Edmonton, AB T5H 2W1 Canada"
East75 Restaurant & Lounge,$$,3.3 ,4,American (Traditional),edmonton,AB,"7230 Argyll Road Edmonton, AB T6C 4A6 Canada"
Coco Deep Fried Chicken,$$,4.0 ,40,Chicken Shop,edmonton,AB,"12620E - 132 Avenue Edmonton, AB T5L 3P9 Canada"
Little Bee BBQ HK Cafe,$$,3.7 ,15,Hong Kong Style Cafe,edmonton,AB,"13823 127th Street NW Edmonton, AB T6V 1A8 Canada"
Rebel Food & Drink,$$$,3.2 ,58,Wine Bars,edmonton,AB,"9112 142 Street NW Edmonton, AB T5R 0M7 Canada"
Coliseum Pizza & Steak,$$,3.8 ,77,Steakhouses,edmonton,AB,"8015 118 Avenue NW Edmonton, AB T5B 0R7 Canada"
