restaurant_name,price_range,rating,total_reviews,category,location,province,address
Rock Creek Tap and Grill,$$,2.4 ,7,Canadian (New),regina,SK,"474 Mcarthy Boulevard Regina, SK S4R 7M2 Canada"
S & A Favorito Foods,$,5.0 ,1,Bakeries,regina,SK,"363 Broad Street Regina, SK S4R 1X2 Canada"
Fresh & Sweet,$$,3.3 ,27,Cafes,regina,SK,"Valley Girls Catering 2500 Victoria Ave Regina, SK S4P 2T5 Canada"
Dawat India,$$,4.2 ,9,Indian,regina,SK,"1908 Prince of Wales Drive Regina, SK S4Z 1A4 Canada"
Saigon by Night Restaurant,$$,3.5 ,16,Chinese,regina,SK,"1840 Broad Street Regina, SK S4P 1X6 Canada"
MR MIKES SteakhouseCasual,$$,3.2 ,13,Steakhouses,regina,SK,"4651 Gordon Road Regina, SK S4W 0B7 Canada"
Lakeshore Restaurant,$$,2.6 ,17,Steakhouses,regina,SK,"1350 23rd Avenue Regina, SK S4S 3S5 Canada"
Sweet Bakery & Coffee House,$$,4.0 ,4,Sandwiches,regina,SK,"2445 Broad Street Regina, SK S4P 1Y9 Canada"
Le Macaron,$$,4.4 ,29,Bakeries,regina,SK,"2705 Quance Street E Regina, SK S4V 3B7 Canada"
Flavours of India,$$,3.7 ,10,Indian,regina,SK,"305 Victoria Avenue E Regina, SK S4N 0N6 Canada"
Houston Pizza,$$,3.9 ,15,Pizza,regina,SK,"3422 Hill Avenue Regina, SK S4S 0W9 Canada"
Houston Pizza,$$,3.9 ,15,Pizza,regina,SK,"919 Albert Street Regina, SK S4R 2P6 Canada"
ZamZam Wraps,$,4.3 ,6,Donairs,regina,SK,"2102 - 11th Avenue Unit  TT10B Regina, SK S4P 3Y6 Canada"
Mr Breakfast Restaurant,$$,2.8 ,8,Breakfast & Brunch,regina,SK,"1247 Albert Street Regina, SK S4R 2R4 Canada"
Cravings,$$,3.7 ,6,American (Traditional),regina,SK,"1883 Victoria Ave E Regina, SK S4N 6E6 Canada"
I Love Sushi,$$,2.1 ,23,Sushi Bars,regina,SK,"3622 Eastgate Drive Regina, SK S4Z 1A5 Canada"
Boston Pizza,$$,3.1 ,8,Pizza,regina,SK,"545 Albert Street N Regina, SK S4R 8E2 Canada"
Fiesta Filipino Bakeries,$,3.0 ,1,Bakeries,regina,SK,"2926 13th Avenue Regina, SK S4T 1N7 Canada"
Four Seas Restaurant,$$,2.8 ,8,Chinese,regina,SK,"1779 Rose Street Regina, SK S4P 1Z4 Canada"
The Green Spot Cafe,$,3.9 ,14,Vegetarian,regina,SK,"1812 Hamilton Street Regina, SK S4P 2B8 Canada"
Da India Curry House,$$,3.4 ,10,Indian,regina,SK,"806 Victoria Avenue Regina, SK S4N 0R6 Canada"
Tim Hortons,$,3.8 ,4,Coffee & Tea,regina,SK,"2102 11th Ave Unit 11a Regina, SK S4P 3Y6 Canada"
