restaurant_name,price_range,rating,total_reviews,category,location,province,address
Sports Rock Dieppe,$$,3.1 ,10,Breakfast & Brunch,moncton,NB,"451 Paul Street Dieppe, NB E1A 6W8 Canada"
Classic Burger,$$,3.6 ,15,Burgers,moncton,NB,"280 Main Street Moncton, NB E1C 1B9 Canada"
Big League Burgers and Wings,$$,3.9 ,16,Burgers,moncton,NB,"1855 Mountain Road Moncton, NB E1G 1A8 Canada"
Restaurant Hynes,$$,3.5 ,14,Breakfast & Brunch,moncton,NB,"495 Mountain Road Moncton, NB E1C 2N4 Canada"
Asa Sushi,$$,4.2 ,6,Sushi Bars,moncton,NB,"1224 Mountain Road Moncton, NB E1C 2T4 Canada"
Saigon Thai Restaurant,$$,3.4 ,13,Thai,moncton,NB,"7 Orange Lane Moncton, NB E1C 4L6 Canada"
Rôtisserie St-Hubert,$$,4.0 ,1,Chicken Shop,moncton,NB,"235 Carson Road Moncton, NB E1C 0E9 Canada"
Guacamole Mexican Street Food,$,3.1 ,19,Mexican,moncton,NB,"171 Rue University Street 477 Paul St Dieppe Moncton, NB E1A 3E9 Canada"
Triiio Restaurant,$$,2.5 ,6,Canadian (New),moncton,NB,"750 Main St Moncton, NB E1C 1E6 Canada"
Maharaja,$,3.6 ,5,Indian,moncton,NB,"163 St-Laurent Street Dieppe, NB E1A 1S2 Canada"
St Louis Bar and Grill,$$,2.6 ,20,Chicken Wings,moncton,NB,"500 Rue Kennedy Dieppe, NB E1A 5Y7 Canada"
St Louis Bar and Grill,$$,2.6 ,20,Chicken Wings,moncton,NB,"1405 Mountain Road Moncton, NB E1C 2T9 Canada"
Fox N Hound Neighbourhood Pub,$,3.3 ,3,American (Traditional),moncton,NB,"720 Coverdale Road Riverview, NB E1B 3L4 Canada"
Red Satay Dieppe,$$,5.0 ,2,Vietnamese,moncton,NB,"790 Dieppe Boulevard Dieppe, NB E1A Canada"
Jitter Bean Cafe,$$,3.9 ,7,Coffee & Tea,moncton,NB,"1690 Mountain Road Unit 103 Moncton, NB E1G 1A5 Canada"
Pink Sushi,$$,3.8 ,25,Japanese,moncton,NB,"720  Main Street Moncton, NB E1C 1E3 Canada"
Boston Pizza,$$,2.2 ,14,Pizza,moncton,NB,"1380 Mountain Road Moncton, NB E1C 2T8 Canada"
Deluxe Fish & Chips,$$,2.5 ,10,Fish & Chips,moncton,NB,"857 Mountain Road Moncton, NB E1C 2R9 Canada"
Bravo Pizza,$$,4.3 ,3,Pizza,moncton,NB,"567 Coverdale Road Riverview, NB E1B 3K7 Canada"
Freshii,$$,2.6 ,7,Salad,moncton,NB,"200 Ivan Rand E Suite 3 Moncton, NB E1C 0V9 Canada"
Cafe Codiac,$,3.9 ,9,Coffee & Tea,moncton,NB,"666 Saint George Blvd Moncton, NB E1E 2C2 Canada"
Shangrilla,$,3.0 ,2,Food Stands,moncton,NB,"120 Westmorland Street Moncton, NB E1C 1G2 Canada"
Greco Pizza,$$,3.6 ,5,Pizza,moncton,NB,"448 Elmwood Drive Moncton, NB E1A 2X3 Canada"
Greco Pizza,$$,3.6 ,5,Pizza,moncton,NB,"120 Killam Dr Moncton, NB E1C 3R7 Canada"
Greco Pizza,$$,3.6 ,5,Pizza,moncton,NB,"311 Acadie Avenue Dieppe, NB E1A 1G8 Canada"
Cedars 2 for 1 Pizza,$,4.0 ,3,Pizza,moncton,NB,"405 St George Street Moncton, NB E1C 1X5 Canada"
Asian Garden Indian Restaurant,$$,2.4 ,8,Indian,moncton,NB,"25 Killam Drive Moncton, NB E1C 3R1 Canada"
Pizza Delight,$$,4.0 ,6,Pizza,moncton,NB,"188 Mountain Road Moncton, NB E1C 2L4 Canada"
The Great Canadian Bagel,$$,3.0 ,3,Cafes,moncton,NB,No data or change code
Damascus Coffee,$$,4.4 ,7,Cafes,moncton,NB,"710 Coverdale Rd Riverview, NB E1B 3G1 Canada"
Cafe Cognito,$,3.2 ,5,Cafes,moncton,NB,"581 Main Street Moncton, NB E1C 1E4 Canada"
Swiss Chalet Rotisserie & Grill,$$,3.0 ,9,Comfort Food,moncton,NB,"80 Champlain St Dieppe, NB E1A 1N3 Canada"
Pizza Delight,$,2.0 ,1,Pizza,moncton,NB,"331 Elmwood Dr Moncton, NB E1A 7Y1 Canada"
A&W,$$,3.8 ,5,Burgers,moncton,NB,"26 Filles de Jesus Avenue Moncton, NB E1A 3P5 Canada"
A&W,$$,3.8 ,5,Burgers,moncton,NB,"6 Champlain Street Moncton/Dieppe Dieppe, NB E1A 1N3 Canada"
A&W,$$,3.8 ,5,Burgers,moncton,NB,"477 Paul Street (Food Court) Dieppe, NB E1A 4X5 Canada"
A&W,$$,3.8 ,5,Burgers,moncton,NB,"20 Plaza Boulevard Moncton, NB E1C 0G4 Canada"
Papa Johns Pizza,$$,3.7 ,3,Pizza,moncton,NB,"639 Mountain Road Riverview, NB E1B 5J9 Canada"
Papa Johns Pizza,$$,3.7 ,3,Pizza,moncton,NB,"555 Dieppe Boulevard Dieppe, NB E1A 0E7 Canada"
Deluxe Fish & Chips,$$,2.7 ,3,Seafood,moncton,NB,"450 Paul Street Dieppe, NB E1A 5T5 Canada"
Pizza Delight,$$,2.0 ,6,Pizza,moncton,NB,"1313 Mountain Road Moncton, NB E1C 2T9 Canada"
Deluxe French Fries,$$,1.0 ,1,Fast Food,moncton,NB,"683 Coverdale Road Riverview, NB E1B 3K6 Canada"
