restaurant_name,price_range,rating,total_reviews,category,location,province,address
Swadesh Restaurant,$$,4.5 ,6,Pakistani,saskatoon,SK,"2107 22nd Street  W Saskatoon, SK S7M 0V2 Canada"
Las Palapas Resort Grill,$$,3.7 ,32,Latin American,saskatoon,SK,"910 Victoria Avenue Saskatoon, SK S7N 0Z6 Canada"
King Me Boardgamery & Cafe,$,5.0 ,5,Cafes,saskatoon,SK,"527 20th Street W Saskatoon, SK S7M 0X6 Canada"
Yard & Flagon,$$,3.6 ,29,Pubs,saskatoon,SK,"718 Broadway Avenue Saskatoon, SK S7N 1B4 Canada"
Aroma,$$,3.3 ,18,Pizza,saskatoon,SK,"405 20th Street E Saskatoon, SK S7K 6X6 Canada"
New Island Sushi,$,2.9 ,13,Sushi Bars,saskatoon,SK,"2036B Quebec Ave Saskatoon, SK S7K 1W4 Canada"
Amigos Cantina,$$,3.2 ,25,Mexican,saskatoon,SK,"806 Dufferin Avenue Saskatoon, SK S7H 0G9 Canada"
Granada House Family Restaurant,$$,3.3 ,12,Pizza,saskatoon,SK,"904 22nd Street W Saskatoon, SK S7M 0S1 Canada"
Great Buffet of China,$$,1.7 ,6,Chinese,saskatoon,SK,"302 22nd Street W Saskatoon, SK S7M 0R3 Canada"
Best Taste Chinese Restaurant,$,1.0 ,2,Chinese,saskatoon,SK,"102-216 33rd Street W Saskatoon, SK S7L 0V1 Canada"
City Perks,$$,4.3 ,18,Cafes,saskatoon,SK,"801 7th Avenue N Saskatoon, SK S7K 2V5 Canada"
Ingredients Artisan Market,$$$,2.3 ,6,"Beer, Wine & Spirits",saskatoon,SK,"618 2nd Avenue N Saskatoon, SK S7K 2C8 Canada"
