Restaurant_name,Category,Address,Province,Latitude,Longitude,Rating,Review
Miku,Japanese,"200 Granville Street Suite 70 Vancouver, BC V6C 1S4 Canada",BC,49.2868259,-123.112583,5,"Wow... Wow... Wow... bite after bite was a sublime experience in what Japanese fine dining can be.  Miku is a five star experience that deserves your visit.

The modern restaurant is beautiful, clean, and perfectly maintained.  We recommend sitting on the patio where you can either people watch or gaze over the harbour.  Inside tables offer window views or a view of the open kitchen.  It's all beautiful and adds to the experience.

Service is professional, friendly, and gracious.  We followed our server's recommendations and that was the right choice.  A team of people keeps the meal moving along and provides explanations of what you are eating.

However, the food is the star here and that is how it should be.  The flavors are carefully paired here and you will want to give those flavors a chance to delight your palette.  This is NOT sushi to be dunked in soya sauce.  I think you will also be delighted by how their cocktails complement the food choices.

Put Miku on your ""special meal out"" list and make an evening of it.  This is one of Vancouver's dining gems and certainly the best Japanese cuisine I have eaten.  I think you will agree."
Miku,Japanese,"200 Granville Street Suite 70 Vancouver, BC V6C 1S4 Canada",BC,49.2868259,-123.112583,5,"It is the most elegant sushi I had. The fish melts in your mouth! What an amazing culinary experience!
The service was friendly and the Sake recommandation was spot on… not cheap, but since the meal was so refined it called for a lush and polished taste."
Miku,Japanese,"200 Granville Street Suite 70 Vancouver, BC V6C 1S4 Canada",BC,49.2868259,-123.112583,5,I came here with my parents. Had an amazing experience. Steak and sushi were so good!!! Desert was delicious. Recommend the green tea opera desert!!    Servers were so nice as well. 5 star worthy!!!
Miku,Japanese,"200 Granville Street Suite 70 Vancouver, BC V6C 1S4 Canada",BC,49.2868259,-123.112583,4,"Super awesome restaurant with really great staff. We ordered the tasting menu and it was amazing, but maybe one course too long. It was a lot of very delicious food but after the 4th course it just became a lot, and we didn’t end up eating some of the dishes because we were so full. The atmosphere in the restaurant is amazing and the fish artwork on the wall is beautiful. Super great cocktails and wine list."
Miku,Japanese,"200 Granville Street Suite 70 Vancouver, BC V6C 1S4 Canada",BC,49.2868259,-123.112583,3,"Upon entering the restaurant for a evening dinner date, it was quite spacious and I saw a sign that the restaurant was one of the nominees for a Michelin star. The lighting in the room isn't very flattering if you take pictures of your group but at least the food had decent lighting. The server we had was friendly and knowledgeable about recommendations. We ended up getting the platter, sashimi, salad, and brussel sprout appetizer to share between 2 people. When the food arrived, the portion size was really small but it was to be expected of a upscale restaurant.  The taste was fresh but I felt like other Japanese restaurants I've tried were above in quality and taste so it was really nothing special that jumped out at me. Perhaps only the sashimi presentation was unique with the cool ice mist. I guess I should've ordered more because I was left feeling hungry still but my date had a budget and I didn't want to scare him away with my huge appetite. Next time I'd like to try the lunch menu instead."
Kosoo,Korean,"1128 Robson Street Vancouver, BC V6E 1B2 Canada",BC,49.2849885,-123.1259586,5,"The restaurant is known for its authentic Korean cuisine, which is prepared with the freshest ingredients and cooked to perfection. The dishes are bursting with flavor and have a unique blend of spices that will tantalize your taste buds. From traditional Korean BBQ to savory stews and soups, there is something for everyone on the menu.

In addition to the delicious food, the service at Kosoo is excellent. The staff is friendly, attentive, and knowledgeable about the menu, providing an exceptional dining experience for guests. However, as the restaurant is quite popular, it is recommended to make a reservation in advance to avoid any disappointment.

Overall, Kosoo Korean restaurant is an excellent choice for those who love Korean cuisine and are looking for a high-quality dining experience. The food is exceptional, the service is top-notch, and the atmosphere is lively and enjoyable. It's a must-try for anyone visiting Vancouver, Canada."
Kosoo,Korean,"1128 Robson Street Vancouver, BC V6E 1B2 Canada",BC,49.2849885,-123.1259586,5,"We had the beef brisket skillet, and it was absolutely amazing, made many lettuce wraps and enjoyed it with rice.
It was all delicious and there's little room for improvement because it was pretty much perfect!
Would go again and would highly recommend this place."
Kosoo,Korean,"1128 Robson Street Vancouver, BC V6E 1B2 Canada",BC,49.2849885,-123.1259586,5,"Had a great experience here, the beef brisket skillet was amazing, fried chicken was crispy and crunchy, yet sauced and flavourful, the miso soup was refreshing, and the beef gimbap was great value.
Rose tteokbokki was good, subtle flavour with a lot of cheese.
Improvements I'd suggest would be how the fried chicken shell was a little thick, sides could've been presented in bigger dishes for less refills, and the gimbap didn't taste the most fresh, though it was still good."
Kosoo,Korean,"1128 Robson Street Vancouver, BC V6E 1B2 Canada",BC,49.2849885,-123.1259586,5,"Excellent experience we had here at this restaurant.  Tasty food and good portion size.  Service was quite decent as well.  We especially appreciated the taste of Korean style sausage.  Also the broth of army stew was rich.  Parking is available behind the building for $3 an hour.  We will return soon to try their other dishes.  Overall, this is a pretty nice Korean restaurant to try if you are in the area."
Kosoo,Korean,"1128 Robson Street Vancouver, BC V6E 1B2 Canada",BC,49.2849885,-123.1259586,5,"First off, I have to say that the fried chicken at Kosoo is absolutely delicious. The batter is perfectly crispy and crunchy, while the meat inside remains tender and juicy. They offer a variety of flavors, including original, soy garlic, spicy, and honey butter, so there's something for everyone. I particularly enjoyed the soy garlic flavor, which had just the right amount of sweetness and savory garlic flavor.

In addition to the fried chicken, Kosoo also offers a variety of other Korean dishes that are equally delicious. The bibimbap is a standout, with a flavorful mix of rice, vegetables, and protein that is sure to satisfy. The side dishes, such as the kimchi and pickled radish, are also great.

The service at Kosoo is friendly and attentive, and the atmosphere is casual and cozy. The restaurant is relatively small, so it can get quite busy during peak hours, but the wait is usually not too long.

Overall, I highly recommend Kosoo for anyone looking for delicious Korean fried chicken and other Korean dishes in Vancouver. The food is top-notch, the service is excellent, and the atmosphere is welcoming."
Dinesty Dumpling House,Chinese,"1719 Robson Street Vancouver, BC V6G 1C8 Canada",BC,49.2907799,-123.1340727,4,"Quality: 4
Quantity: 4
Price: 4
Taste: 4
Service: 4

I loved this place. We may have ordered a bit too much food, but we really wanted to get a good spread of the menu. I had come in once years ago and can confirm it was just as good as I remember it.

I’d recommend coming in with friends if possible, as the dining can accommodate it easily and it’s best to get a variety of meals. I’d say 1.5 orders per person is probably the ratio to go with. Anything more, and you might be bussin out of your pants.

I’d recommend to check it out"
Dinesty Dumpling House,Chinese,"1719 Robson Street Vancouver, BC V6G 1C8 Canada",BC,49.2907799,-123.1340727,4,Average taste but they give small portions. The soup dumplings are the smallest I have seen. Excellent friendly service.
Dinesty Dumpling House,Chinese,"1719 Robson Street Vancouver, BC V6G 1C8 Canada",BC,49.2907799,-123.1340727,5,More than a dumpling restaurant. Everything I ordered taste great. Definitely will come back.
Dinesty Dumpling House,Chinese,"1719 Robson Street Vancouver, BC V6G 1C8 Canada",BC,49.2907799,-123.1340727,4,"We had rolls, dumplings, xiao long baos, fried rice and some rice rolls, which was fantastic.

Though I dont recommend shiumai  in particular, the food was amazing.

Be mindful there is an intermission at 2:30, where you’re not allowed to br inside the restaurant.

I would still come again since I respect the house rule and like the food."
Dinesty Dumpling House,Chinese,"1719 Robson Street Vancouver, BC V6G 1C8 Canada",BC,49.2907799,-123.1340727,5,There's a reason why it's packed and there's a line up outside! My first time and I went because I read out their Soup Dumplings being the best in the city. To my surprise it wasn't actual soup with Dumplings in it haha but actual Dumplings filled with soup. They were so good and why they are listed as #1 in Canada. I also had the wonton in hot and sour sauce and my stomach was very happy..and warm! Just go to this place. Everyone around you is just taken back by how fast the service is but more so how amazing the food is!!
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"The pork, chicken, shrimp katsu is very juicy and tender on the inside. The outside is crunchy and not oily. The sauce is great but sprinkling salt and sesame seems to bring out meat taste more. Do not recommend the white fish as it was slightly soggy at the bottom and the fish was quite tough in the middle. Other white fish I had before is very fluffy and light with a gentle sweetness to it. This one was briny only.

Presentation of the food is great. Seating is wonderfully spacious. Service is quite attentive and friendly.

All in all it was a very pleasant experience. Slightly on the expensive side."
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"Decided to come here for a late lunch, but even then, the place is still packed. Very popular and I could see why. We got the Zenbu set and it was a lot of food for 2 people. It was so good though. Esp the fatty pork and scallop. Also have to mention the salad. Seems very simple but the dressing is amazing. Service was just fine but the atmosphere was really nice. Will come back for sure."
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"I am absolutely smitten with the culinary delights offered at this remarkable Japanese restaurant. However, what truly sets it apart is the exceptional team of individuals who work here. The waitstaff exhibited unmatched friendliness, going above and beyond by attentively checking on my friend and me throughout the dining experience. Their genuine care and attentiveness truly left a lasting impression. Kudos to this establishment for fostering such a warm and caring environment!"
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"Very pleasant and friendly.  Food was fantastic. The chicken breast was prepared very well, hot and tasted fresh.    The soft drink was a bit of novelty but tasted good (strawberry).   The waiter we had was always smiling and very pleasant.  The place was quite as most patrons despite the place being full most of our visit spoke in low voices."
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"Nice little quaint place. Staff were super friendly and service was fast. Free refills on the salad , rice, and soup though we didn’t need it. Our water was always refilled and they did such a tremendous job while we dined there. Katsu was so juicy and tender! I love how they have the gravy baits too. I’d highly recommend."
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,4,"The food here is amazing however the Broadway location is not equipped for large parties. We had 9 people and was told we would be able to sit together but on separate tables. Unfortunately the tables were really far apart and those on the ends of the table could not talk to each other until after dinner. Aside from that, our dinner itself was good. I ordered the cheese Katsu with a side of curry to share with my husband. Miso soup and salad is refillable and we ordered it twice. Add the curry, you won't regret it :)"
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,5,I really enjoyed my meal here. Everything part of the dish was very delicious and so intricate with detail. Simple but tasty. Friendly servers. Price point was on the higher side for the full meals but the taste and portion is well worth the total at the end. You can get unlimited sides too I believe.
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,5,"Saku is certainly worth trying! We ordered the chicken breast katsu with curry and the regular chicken breast katsu - both were great and the service is top notch. The curry was unique and they provide a generous amount which you can share with your party. The side salad and miso soup were perfect additions to the deep fried main dishes, and they’re also unlimited which was nice. The staff are super friendly and the prices seemed fair given the portions."
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,5,"I've been to Saku Broadway and Saku Robson, and both restaurants are a 10/10 for me. The cheese katsu is immaculate, and it comes with all these little extras like soup, salad, flavoured salt, mustard. The extras are u limited too! So if you want more soup or salad just ask for it! 😋 The salad dressing they have is delicious too. 🥗

The servers at the Broadway location were incredibly helpful they would come by our table every 5-10 minutes to ask if we wanted more food or to refill our water. 💧

The price is quite expensive but that's the price of living in Vancouver these days. You do get a good amount of food for the price you're paying. 👍"
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,4,First time trying Nabe Katau at Saku. I prefer the regular (Rosu/Hire) katsu more than this soup-y dish. Anyway it’s good for my throat when I needed something warm and not oily.
Guu with Garlic,Japanese,"1698 Robson Street Vancouver, BC V6G 1C7 Canada",BC,49.2901752,-123.1340034,4,"Went here on for a Saturday lunch and it wasn’t super busy. The ambiance was quiet and cozy. As for food, we got a few dishes to share. The tuna tataki was a bit of a letdown as it didn’t taste fresh. But pleasantly surprised by the beef tendon curry."
Guu with Garlic,Japanese,"1698 Robson Street Vancouver, BC V6G 1C7 Canada",BC,49.2901752,-123.1340034,5,"Always an amazing time here. Been coming here for over a decade. Super to see them survive this long and still going strong. Great good, staff, service, food and drinks. What more do you want. Always fun and energetic ambience. Always busy too. Like I said, been coming here for a long time and I plan to keep coming back. Highly recommend"
Guu with Garlic,Japanese,"1698 Robson Street Vancouver, BC V6G 1C7 Canada",BC,49.2901752,-123.1340034,4,"Came here for some tapas before we went to the beach. Service was quick & friendly, and the food was fast & delicious! We ordered a few things here we haven’t tried before and a couple of our usuals. The grilled pork cheek was my favourite. Presentation could be a little better & the seats outside were a bit dirty (grease from what I assume to be previous customers were not wiped off) but it’s an Izakaya so not a ton of marks taken off there."
Guu with Garlic,Japanese,"1698 Robson Street Vancouver, BC V6G 1C7 Canada",BC,49.2901752,-123.1340034,5,"An authentic slice of the Rising Sun in British Columbia, Guu with Garlic is located in downtown Vancouver B.C. at the north end of trendy Robson Street. Walk inside and immediately feel like you're in a Tokyo neighborhood restaurant. Hungry for sushi? Look elsewhere. This place serves authentic Izakaya style small plate cooked delights like Takoyaki, Yaki-Udon, Kara-age chicken, Tuna Tataki, etc. High quality ingredients, friendly, patient, professional & helpful service; highly recommended! Support your local small businesses & restaurants 👍 😋"
Guu with Garlic,Japanese,"1698 Robson Street Vancouver, BC V6G 1C7 Canada",BC,49.2901752,-123.1340034,4,"Small establishment. It was quite busy so my friend and I sat at the corner of the “bar” next to the wall. It was a bit of a squeeze. Thankfully they have hangers on the wall behind to hang coats. Could be a hassle going in and out depending where you are sitting because everyone will have to get up. Anyway, EVERY item ordered was delicious! Started off with the Assorted Oden w/ Soup. It was quite cold outside so I found it quite comforting and the soup was light. I had never had boiled daikon before. It was quite delicious. I wasn’t too crazy about the hard boiled egg though. It was over cooked because the yolk was green and very dry. I thought the Kimchi Cucumber was going to be red and spicy. But not at all. Perhaps I’m ignorant to the fact that not all kimchi means spicy? It was ok. Mildly sweet and sour. The Kakuni Stewed Pork Belly was absolutely amazing. The meat was so tender and came with another boiled/stewed daikon which I ate to myself 😅 The poached egg was good. The soy sauce gave it a nice flavor. As for the Assorted 5Kinds sashimi plate, I really enjoyed the Yellowtail. The scallops were good also. Actually tasted the sweetness and I’m no sushi connoisseur. The Carbonara Udon was interesting. I have never had carbonara before but I did enjoy it with udon noodles. It just tasted like a creamy sauce over udon noodles. I didn’t get a chance to try it before the egg was mixed in. I enjoyed it nonetheless. The final dish, Pan Fried Pork Intestines. I really enjoyed this dish and so did my friend. She ate 3/4 of the plate to herself!! It would have been nice if we had rice. This dish I highly recommend! I found out that each Guu has their own specialty which I thought was interesting. I would love to come back to this one for the other menu items before going to the other locations. I highly recommend this place. Probably not good for large parties though."
Fable Kitchen,Canadian (New),"1944 W 4th Avenue Vancouver, BC V6J 1M5 Canada",BC,49.2679331,-123.1490013,4,"Food here was pretty delicious for the most part, I really liked the beet tartare and the gnocchi with pork belly. My boyfriend ordered the medium rare duck and it had an interesting flavor. Drinks were pretty good too, we ordered a st.patricks day sour with charcoal which was really tasty. Also our server was very attentive and knowledgeable about the menu, really great service here! This restaurant is a bit on the expensive side though"
Fable Kitchen,Canadian (New),"1944 W 4th Avenue Vancouver, BC V6J 1M5 Canada",BC,49.2679331,-123.1490013,5,"Try the house-made mocktails! Best I've had - ""No-groni"" was complex, aromatic, and refreshing. The pineapple-gin-spritz was flavorful, not sweet, with a peppery finish.
The Butcher's cut was already beautifully seasoned with herbs that really enhanced the flavor, but then the ""pepper jam"" ginger reduction was absolutely to die for - rich, sticky flavor explosions with every mouthful. The bok choy greens and miso potatoes were the perfect accompaniment. Both desserts were wonderful - rhubarb with strawberry curd in blueberry-balsamic ice cream melded amazing flavors together under a toasted meringue top, while the bittersweet chocolate orange with graham cake was a satisfying and rich blend without being heavy or too sweet."
Fable Kitchen,Canadian (New),"1944 W 4th Avenue Vancouver, BC V6J 1M5 Canada",BC,49.2679331,-123.1490013,5,"This is an acclaimed restaurant located in the Kitsilano area, has been awarded the prestigious Michelin Bib Gourmand. Renowned for its farm-to-table concept, Fable Kitchen is committed to utilizing locally sourced, sustainable, and seasonal ingredients. The restaurant's cozy and rustic space exudes a warm and inviting atmosphere. Perfect for casual hangout to a romantic date night.

The menu at Fable Kitchen is a culinary delight, featuring a diverse range of dishes that celebrate the natural flavors and freshness of the ingredients. Recently, they have launched new items with creative twists and unique flavors that are sure to tantalize the taste buds.

Beyond the food, Fable Kitchen also boasts an extensive wine list featuring both local and international wines, as well as craft cocktails and locally brewed beers."
Fable Kitchen,Canadian (New),"1944 W 4th Avenue Vancouver, BC V6J 1M5 Canada",BC,49.2679331,-123.1490013,5,"Has the ambience of a diner and a popular restaurant. That’s pretty unique. Loved watching the live kitchen do their thing while eating my breakfast. They were kind enough to cater substitutes for my dairy allergy. Streak bacon was delish, highly recommend it with your eggs. As someone who never ate yolks (raw or runny) and always loved it mixed in (scrambled/cooked in/over hard), I have no remorse for all you patrons who enjoy Bennies. They did however look extremely appetizing."
Fable Kitchen,Canadian (New),"1944 W 4th Avenue Vancouver, BC V6J 1M5 Canada",BC,49.2679331,-123.1490013,3,"Brunch time on a Saturday is really busy in Kitsilano so it was good that we made a reservation in advance. Food was good, I loved my dish which was one of the daily features, don't remember the name but it had hash potatoes with mushroom, chorizo sausage, Swiss cheese, 2 poached eggs and bread. Prices go with the market. Service left behind my expectations, the server was not taking notes of the orders and like we were imagining she forgot some items. Not a bad experience but for sure not a remarkable one."
Fanny Bay Oyster Bar & Shellfish Market,Seafood,"762 Cambie St Vancouver, BC V6B 2P2 Canada",BC,49.2786079,-123.1141059,4,"A few years back, I had a truly enjoyable lunch at Fanny Bay Oyster Bar & Shellfish Market. The oysters were the highlight, remarkably fresh and reasonably priced. The staff were helpful and friendly, making the entire dining experience even better. Overall, it was a great meal that left a lasting impression. I'd recommend Fanny Bay to anyone looking for quality oysters on a budget."
Fanny Bay Oyster Bar & Shellfish Market,Seafood,"762 Cambie St Vancouver, BC V6B 2P2 Canada",BC,49.2786079,-123.1141059,5,After checking online for the best seafood we found the reviews of this place good. But when we reached there & had one of the BEST SEAFOOD we will definitely go there again. Service is great Shana was a gem of a person with whom we talked long & her friend guided us through what to choose & have. White wine was great worth every penny. As a tourist we want food which will touch our heart & carry sweet memories back… this was one of it.
Fanny Bay Oyster Bar & Shellfish Market,Seafood,"762 Cambie St Vancouver, BC V6B 2P2 Canada",BC,49.2786079,-123.1141059,5,"Absolutely impeccable service. I was welcomed immediately and straightforward to my seat at the bar. Then came the oyster education. Awesome. I had three minutes until happy hour was up. The server generously said that I shouldn’t worry, they would have my order in within the happiest of hours.

Delicious, fresh, ocean fragrant oysters!

Get the fish tacos. Best anywhere.

Be here for happy hour. It’s the best in the city. Just make sure you’re here before three minutes to six!!! I simply had to order a second round."
Fanny Bay Oyster Bar & Shellfish Market,Seafood,"762 Cambie St Vancouver, BC V6B 2P2 Canada",BC,49.2786079,-123.1141059,5,"This place- 5 stars all around. Amazing food. Period. But even better is the staff. Andrew and Adanary are among the top people I've ever encountered at a restaurant anywhere on earth. The seafood is fresh, and they literally sell live prawns. Oysters are a must here and happy hour is a steal. Sit at the bar and meet the local crew. Seldom do I find a place where I am greeted and treated as family. Pro tip to the owner- you've hired amazingly."
Fanny Bay Oyster Bar & Shellfish Market,Seafood,"762 Cambie St Vancouver, BC V6B 2P2 Canada",BC,49.2786079,-123.1141059,5,"A hidden gem. Have driven by this location quite often and had no idea what was behind this unassuming exterior. Nice modern interior, excellent friendly staff. We came here for the dine-out experience and had a delicious meal. Each of the appetizer, main, and desert selections was very tasty. The seafood was fresh, the oysters had a nice fresh taste, even the lettuce was fresh and crisp which is more difficult during January. Also a big surprise was the size of each portion. Usually during the dine-out events, the serving portions are more like for a tasting menu. The portions they served were large, probably their normal serving size. So a very good meal at an excellent value."
Sula,Indian,"4172 Main Street Vancouver, BC V5V 3P7 Canada",BC,49.2479632,-123.1007692,5,Had a wonderful meal last night at this restaurant. Their menu was very extensive. We ordered a few familiar items and they were amazing. Everything was perfectly seasoned. Service was good and we didn’t feel rushed on a Saturday night.
Sula,Indian,"4172 Main Street Vancouver, BC V5V 3P7 Canada",BC,49.2479632,-123.1007692,5,"Ordered 2 starters, one curry, garlic naan and a side rice and everything exceeded my expectations. Although the atmosphere inside was really nice, we opted to sit on the street patio and loved it. The servers were very attentive and all the food was so fresh and flavourful! 11/10 recommend, will definitely be back!"
Sula,Indian,"4172 Main Street Vancouver, BC V5V 3P7 Canada",BC,49.2479632,-123.1007692,4,We decided to order from Sula on Main.  The food was delicious.  Garlic and potato naan picked up the sauces well.   The lamb and chicken were tender and the spicy level good.  Food arrived hot.  Highly recommend!
Sula,Indian,"4172 Main Street Vancouver, BC V5V 3P7 Canada",BC,49.2479632,-123.1007692,5,"First time dining at Sula on Main Street with my family. We had family visiting from California with us. They wanted to have Indian food on their last night in Vancouver, so we took them here.
I'm so glad Sula was able to accommodate a last minute reservation for 7 people.

The food is amazing! We had Tandoori Wings, Vegetable Pakoras, and Paneer Fingers as appetizers. We shared 2 pitchers of Rose Sangria.

We had Lamb Korma, Chicken Biryani, Chicken Tikka Masala, Butter Chicken, Saag Paneer and Coconut Rice for our main dishes.

For dessert, we ordered Gulab Jamun and the Ras Malai Cake.

Everything was presented beautifully. The food tasted  fantastic! Everything was perfectly seasoned and spiced.  The curries were rich and creamy.

Oh and that Garlic Cheese Naan is divine! We actually ordered more of that to go.

Our relatives were so impressed. They said the food they had at Sula was better than the Indian food  they had in California.

We sat out on their covered patio which was very nice and comfortable. The interior of the restaurant is lovely too.

The service was very good and attentive.
I'll definitely be back.

I highly recommend this restaurant!"
Sula,Indian,"4172 Main Street Vancouver, BC V5V 3P7 Canada",BC,49.2479632,-123.1007692,2,"Food was pretty good, however the service was disappointing.
Took 20 minutes for a waits-person to approach our table, another 30 minutes for the food, no one checked up on us for the next 30 minutes eventhough we wanted to order more stuff.
We were initially offered a plate with a bug on it, which grossed me out and isnt acceptable as we were one of the only 2 tables of customers in the store ( would have been ok if it was busy, but it wasnt)
Took over 10 minutes for catch the attention of someone to get new plates. They replaced the plates & offered no apology.

Overall, the foods good but it isnt worth the waiting and the lack of service.

We've previously ordered through online platforms, but the food arrived bland and messy , however, in in-person dining, the food tasted good. Would probably recommend one of their other locations over this one."
Phnom Penh,Cambodian,"244 E Georgia Street Vancouver, BC V6A 1Z7 Canada",BC,49.2783112,-123.0981943,5,"Visited about 3 weeks ago on vacation with family. Service was great, we didn't make a reservation but probably should have. The hostess was very helpful, seated us when the table was ready, helped take our orders and helped us decide what to order when we were torn between a few items. The food came out quickly and everything was delicious. The pork chops were flavorful, fried chicken wings were really good, and the rest of the food did not disappoint!"
Phnom Penh,Cambodian,"244 E Georgia Street Vancouver, BC V6A 1Z7 Canada",BC,49.2783112,-123.0981943,5,"Always amazing food at Phnom Penh! The chicken wings are to die for, it's a MUST when you come here to eat. I usually get a large order of wings for each person. That's how good these are.

The butter beef is another must order here. It's so good on its own.

Beef Luc Lac is another must try dish here. You can order it with white rice. This time I tried it with fried rice and it's seriously delicious. Fried rice, with fried egg on top. You have to have to try it.

I think everyone knows by now that this place is a must try, whether you're a foodie or not. I've been coming here for years and they never disappoint!

Food is always amazing, service is always great, and this time we didn't even have to line up to get a table, which is a huge bonus!!"
Phnom Penh,Cambodian,"244 E Georgia Street Vancouver, BC V6A 1Z7 Canada",BC,49.2783112,-123.0981943,4,"We got in at 11am when it’s open. The restaurant is filled quickly within the first 15 minutes. Food quality is a lot better than takeout - the deep fried chicken wings with lemon butter sauce can retain the crispness. The lemongrass pork tastes great and the combination C offers a variety of choices. Overall, very good food and will visit again.
Warning - I feel very thirsty the afternoon after dining there. They might have used MSG in their food."
