Restaurant Name,Rating,Category,Address
Don't Yell At Me (Crowfoot),4.8,Bubble tea,"63 Crowfoot Terrace Northwest, Calgary, AB T3G"
Chewgurt Yummy 乳米有果,4.5,Desserts,"1224 Centre Street Northeast Calgary, Ab T2e 2r4,"
Blue Ocean Vietnamese Restaurant,4.8,Vietnamese,"5809 Macleod Trail Sw #105, Calgary, NAMER T2H 0J9"
Hula Poké (Brookfield Place),4.9,Poke,"225 6 Avenue Southwest Calgary, Ab T2p 3s9,"
Pho Chu The (Macleod),4.7,Vietnamese,"4633 Macleod Trail Sw, Calgary, Alberta T2G 5C1"
Sharetea (Sunridge),4.7,Bubble tea,"3470 Sunridge Way Ne, Calgary, NAMER T1Y 7K5"
Dedicate Healthy Kitchen,4.9,Salads,"2107 34 Avenue Southwest, Calgary, AB T2T 2C5"
Booster Juice (Sunridge Mall),4.6,Healthy,"2525 36 Street Northeast, Unit 115b Calgary, Ab T1y 5t4,"
Mr Sun Tea YYC,4.4,Asian,"620 8 Avenue Southeast Calgary, Ab T2g 1s7,"
Indian Ocean,4.8,Indian,"2102 Glenmore Court Southeast Calgary, Ab T2c 2e6,"
Indian Accent - Kitchen and Bar,4.5,Indian,"288 Saint Moritz Drive Southwest, Calgary, AB T3H 5X8"
The Alley (Calgary),4.8,Asian,"233 Centre Street Southeast, 103, Calgary, AB T2P"
Cal City Pizza,4.4,Pizza,"630 Redstone Drive Northeast, Calgary, AB T3N"
Adobo Experience,4.4,South East Asian,"3745 Memorial Dr E #7, Calgary, AB T2A 6V4"
Parlour Ice Cream (River front ),4.8,Ice Cream & Frozen Yogurt,"537 Riverfront Avenue Southeast, Calgary, AB T2G 1K2"
Chopstix Filipino Restaurant - Macleod SW,4.7,South East Asian,"9679 Macleod Trail Southwest, Calgary, AB T2V"
