Restaurant_Name,Category,Address,Province,Latitude,Longitude,Rating,Review,Sentiment_score,Sentiment
Cora Breakfast and Lunch (10041 106 th Street NW),Breakfast and brunch,"10041 106 Th Street Nw, Edmonton, AB T5J",AB,53.5400481,-113.5023609,4,"i was in edmonton for the garth brooks concert and stayed at the hotel with this restaurant atin it i had breakfast there twice two different options the eggs benedict and an omelette the fries were actually potato wedges and i felt they were surprisingly good for simple potato wedges the eggs benny had a lot of fruit for garnish including a cantaloupe slice strawberry and apple overall both breakfasts were good sized and filling and i would  have liked to have seen the omelette be seasoned saltpepper at the time of cooking but it can be added by the customer

the only con such as it is i am used to low priced breakfasts and the prices here were kind of dear for breakfasts but the quality was there and i wanted to go back

it appears to be a family run restaurant i am guessing here but i got along with the servers and actually chatted with them both days had a fun time the decor is simple as in not much but the food quality was high and the labour in the food prep showed that the overall restaurant quality is worth the visit

definitely can recommend to have breakfast there",0.9602,Good
Cora Breakfast and Lunch (10041 106 th Street NW),Breakfast and brunch,"10041 106 Th Street Nw, Edmonton, AB T5J",AB,53.5400481,-113.5023609,5,wonderful food especially for breakfast i enjoyed my food a bunch and the waiter was really nice always saying thank you that was so lovely of her may everyone here have a great day thank you ,0.9759,Good
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,4,our server greta was absolutely lovely very professional and equally friendly made everyone feel welcome the food was good and reasonably priced we did have challenges hearing each other over the noise in the restaurant not much they can do about that,0.9259,Good
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,4,"the food was excellent we went in there for a breakfast they had protein pancakes option so ordered that it had the right amount of sweetness had there been a little more cream on the top it would have been perfect
the chicken fajita omlette was amazing as well
all in all a good place for breakfast if you want to go for a balanced meal",0.9661,Good
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,4,wanted to try the ihop here for awhile  pretty decent overall experience but the food lacked a finesse i was looking for at these price points i would expect better quality  especially the bennys whoever poached mine did a terrible job at it there was hardly any of the white left in the egg  probably swirled around too much failed to impress ,0.0516,Bad
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,1,"very bad experience my food had 2 hairs going through my omelette 2nd hair found by the server himself lol my chicken omelette had no chicken inside i didnt get pancakes as i ordered instead they gave me a fruit bowl so obviously wrote my order wrong or wasnt listening
it used to be my fav goto place with guests and family but unfortunately with their quality so down i doubt ill bring my guests here sad to see this place going downhill so fast ",-0.9528,Bad
IHOP (3921 Calgary Trail),Burgers,"3921 Calgary Trail, Edmonton, AB T6H 4J8",AB,53.4745278,-113.4942898,5,"love the healthy option for breakfast the server was awesome and knew the menu well for me to make a decision
59 for breakfast includes tip
food was fresh and good",0.9538,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,2,"my husband and i decided to have breakfast at ihop yesterday and how disappointing  the host that took our name was rude and had an attitude  although that should have been a red flag for us we stayed and waited to be seated   we were finally seated and was even more disappointed at the dirty table we were seated at  thank goodness our waitress was kind and friendly  she took our orders and brought us coffee
i ordered 2x2x2 which was well made and my husband ordered an eggs benedict which was made perfectly
i dont think well go back to this location   i would rather dine and support a business who hire and train hosts who greet people welcoming not rude and abrasive",0.8981,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,5,amazing great food of course its a family restaurant so there is alot of noise from the children but worth the food portions and taste my server was adriano hes awesome works hard hope you get him and tip him well,0.9575,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,5,"great family place our server fenisha was wonderful she was attentive and made sure we were enjoying the meal there was a problem with one order that she fixed quickly and pleasantly

they were out of a couple of things but there were plenty of tasty alternatives recommend to anyone",0.8807,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,1,"the past 4 times our group dined here our food was lukewarm bacon was greasy and eggs were cold they certainly do not know how to even make the food look appetizing
not sure if its under new management but certainly something has to change please serve your food hot",0.7406,Good
IHOP (15130 127Th St),Breakfast and brunch,"15130 127th St, Edmonton, AB T6V",AB,53.6145775,-113.5418981,5,"the restaurant was quite busy but there was lots of staff and our food came out quickly our server was attentive
the last time i was at an ihop the cinnastack pancakes looked a little different they must have altered how they did the cinnamon spread but they were still delicious",0.7227,Good
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,1,i order tikki chana it was supposed to be 3 tikkies with chana and yougurt but i just got boiled potatoes with green peas,0.0,Bad
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,5,they are really amazing i ordered at night and i have no option that time but honestly really good food thankyou,0.8817,Good
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,1,very bad taste ordered chilli chicken and veg noodles noodles were so soggy amd tatseless chilli chicken is even worse it tasted like chicken dipped in soy sauce felt like made by somebody who doesnt know how to cook never going to order from there very very bad,-0.7708,Bad
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,1,i ordered beef vindaloo from them and i must say it was the worst indian dish ive had over the years loaded with vinegar no value for money,-0.5994,Bad
Watts Cookin,Comfort food,"12116 107 St Nw, Edmonton, AB T5G",AB,53.5752616,-113.5067231,1,cheese chilly was so much salty and the noodles was over boiled  please be careful next time it ruined our appetite,-0.0516,Bad
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,5,"really enjoyed my stay the owner was very nice and helpful
next time i visit i will surely go back",0.9127,Good
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,5,i really enjoyed myself and i will surely be coming back,0.7574,Good
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,1,"i wish i could give this business a zero i placed an order which they confirmed with me over the phone i arrived and they said they did not get an order

i drove 25mins to get a bad service from them the staff were giggling and told me they did not have my order

they were confused rude and unprofessional i wont be coming back this is one major reason such restaurants never really grow past one location you cant treat customers poorly and be okay

i was poorly treated and the staff did not even care if they made a mistake to record my order after i called over the phone

best believe i wont be coming back ever ill take my business elsewhere",-0.8716,Bad
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,1,i had called to make an order the person on the phone was quite rude and couldnt offer any recommendations or explain in further detail saying she had lots of people to order i understand times can be busy but to be rude and not take customer phone calls is quite unnecessary,-0.764,Bad
Tantalizers African Express,African,"12424 118 Ave Nw, Edmonton, AB T5L 2K4",AB,53.5705954,-113.5372343,1,horrible customer service with nonchalant staff placed an order was given a time for pickup arrived at the location and they suddenly had no idea what the order was,-0.6908,Bad
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,5,"you have got to try this place
we had family visiting from another continent and as a part of experiencing edmonton decided to sample a fusillade of great cuisines that the city has to offer after three weeks of eating out family consensus went overwhelmingly in favour of langano skies as the tastiest food we have had during the visit
stop reading this and order from langano skies",0.6486,Good
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,5,"the service we had here was absolutely phenomenal gave great explanations recommendations and was keen on our needs
the food itself was delicious ive had ethiopian food before but only at festivals communal eating and eating with your hands is pretty dang fun

overall id recommend to come here with a group to get the full experience highly recommended",0.9741,Good
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,5,"55 one of my greatest discoveries for food
a quiet place with good ambience very friendly staff food is exquisite extra star if you are fond of spicy food generous in quantity portions and reasonable price for all the above combined it is definitely an experience friday night combo vegetarian is a must try ethiopian coffee and kategna is highly recommended they patiently and passionately walk you through menu and explain what to expect extra star for the service",0.975,Good
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,5,langano skies was delightful sad to see an edmonton staple go the environment is welcoming and charismatic the service was extremely attentive and kind shout out to emma the veggie sambusa was the best way to start the meal but the special tibs yebeg wot and atekilt aletcha wot were so delicious,0.9545,Good
Langano Skies Ethiopian Restaurant,Ethiopian,"9906 72 Ave Nw, Edmonton, AB T6E 0Z3",AB,53.5087749,-113.4865874,2,family owned restaurant super friendly however price doesnt do justice with the quantity i think its somewhat pricey with what they offer taste is okay 710 i ordered 1 red lentil entrée which was 18which should be 1012 and chicken curry for 22 was too oily and less currywhich should be 1618 ,0.7371,Good
Taste Blends,Indian,"9332 34 Avenue Northwest, Edmonton, AB T6E 5X8",AB,53.466927,-113.475571,5,taste blends is the place for authentic kerala food their buffet is the best kerala buffet ive ever had chicken biryani raita mutton rice and paneer butter masala too for the veg option must come and try it ,0.6369,Good
Taste Blends,Indian,"9332 34 Avenue Northwest, Edmonton, AB T6E 5X8",AB,53.466927,-113.475571,5,"was invited here for a date love trying new foods and was excited to try a new place though i have no pictures of what we had doing my best to keep my phone away i did get a few pictures we had the rava masala dosa and the kuttanadan prawn dosa love eating with my hands and these two were amazing the flavors were exciting and the food was soo well done we then enjoyed a masala tea
we had the place to ourselves but i got the impression that if the place was full we would have been given the same amount of attention excited to return and try more on their menu",0.9555,Good
Taste Blends,Indian,"9332 34 Avenue Northwest, Edmonton, AB T6E 5X8",AB,53.466927,-113.475571,5,i really enjoyed the food and taste were awesome the owner is great at customer service   everyone should try their food they dont compromise with the taste i will visit once again to try some other dishes as well,0.9312,Good
Taste Blends,Indian,"9332 34 Avenue Northwest, Edmonton, AB T6E 5X8",AB,53.466927,-113.475571,4,when i left from qatar my 1st restaurant here was the best south indian cuisine in edmonton it tasted food and good service i love the staff always smiling,0.936,Good
Taste Blends,Indian,"9332 34 Avenue Northwest, Edmonton, AB T6E 5X8",AB,53.466927,-113.475571,4,very good choice of dishes and they adjusted the spice level for me which was something very few indian restaurants do the meals were large quantity and good quality friendly staff quick service and nice atmosphere,0.9079,Good
