Restaurant_name,Category,Address,Province,Latitude,Longitude,Rating,Review,Sentiment_score,Sentiment
Kozak Ukraïnian Eatery,Ukrainian,"1 W Cordova Street Vancouver, BC V6C 3N8 Canada",BC,49.2827218,-123.1046125,5,"a fantastic restaurant genuine european food good selection of beers and wine fantastic cocktails  they have a bakery onsite and delicious cakes

great area with irish pubs and bars nearby and a very stylish interior

highly recommended  i visited twice",0.9638,Good
Kozak Ukraïnian Eatery,Ukrainian,"1 W Cordova Street Vancouver, BC V6C 3N8 Canada",BC,49.2827218,-123.1046125,5,"the food was extremely delicious we usually make gulash at home but always wanted to try borsch and it was fantastic

rita our waitress was very nice and attentive service was excellent and fast

the desserts are to die for

you must try it you wont be dissapointed",0.9049,Good
Island Poké,Poke,"1674 Douglas Street Victoria, BC V8W 2G6 Canada",BC,48.4290536,-123.3648556,5,"best poké ive had and ive had a lot

i got the island bowl and was seriously impressed the fish just tastes so fresh and has an irresistible marinade coating all the ingredients were bursting with flavor and worked together so well was a bit steep at 1520 per bowl but ended up being so good that id go again

definitely recommend trying this place",0.9627,Good
Island Poké,Poke,"1674 Douglas Street Victoria, BC V8W 2G6 Canada",BC,48.4290536,-123.3648556,5,delicious poke with crunchy and umami toppings requested the tangerines on the side and the service kindly put the portion into small containers,0.7845,Good
Island Poké,Poke,"1674 Douglas Street Victoria, BC V8W 2G6 Canada",BC,48.4290536,-123.3648556,5,"when life gives you lemons squeeze them add salt garlic oils honey and create a marinade for cubed fishthis is what i imagine the owners think at island poke

very fresh and bright ingredients i had the ohana bowl for lunch a great size and prepared by friendly staff i will be back yum",0.9438,Good
Island Poké,Poke,"1674 Douglas Street Victoria, BC V8W 2G6 Canada",BC,48.4290536,-123.3648556,5,i cant say enough about how great this gem is i go almost every day because the food is so good and affordable with hearty portions and delicious recipes the staff are friendly they remember your name and always go the extra mile,0.9407,Good
Island Poké,Poke,"1674 Douglas Street Victoria, BC V8W 2G6 Canada",BC,48.4290536,-123.3648556,5,"the food was exceptionally fresh and excellent tasting i ordered a bowl 
all kinds of choices for your bowl you can pretty much have it made the way you want it the service was great we got to watch our food be made right in front of us stayed at the restaurant to eat and this little place was cozy
im not much for raw sushi type foods ill tell you one thing i was impressed and probably will go back",0.9377,Good
JBI Café Restaurant,Cafes,"270 Government Street Victoria, BC V8V 2L2 Canada",BC,48.4153947,-123.3694605,5,this is the second time ive stayed here i love it the rooms are small and still use the old style hot water heating radiator so if its cold in there it will take a bit to heat up there is no ac so id expect it can get hot in the summer the hotel has a colourful history and is over 100 years old the hallways are adorned with emily carr paintings she died there also the hotel supposedly is one of the most haunted in canada although i havent experienced anything while there  the staff is very friendly and helpful if youre into older style hotels that arent just another boring place then this place is for you,0.6515,Good
JBI Café Restaurant,Cafes,"270 Government Street Victoria, BC V8V 2L2 Canada",BC,48.4153947,-123.3694605,5,"this is one of my favorite spots for dinner when in town  ive tried almost everything on the menu and have yet to find something i didnt enjoy

in addition to the regular menu they have specials each evening which typically include a pasta and a main entree  these can sell out quickly on busy nights

the caesar salad is amazing and i always get one

there are several vegetarian options and the veggie burger is great

bar options are limited in the restaurant but you can enjoy beer or wine with your meal

service is always friendly and attentive and the atmosphere is cozy",0.6751,Good
JBI Café Restaurant,Cafes,"270 Government Street Victoria, BC V8V 2L2 Canada",BC,48.4153947,-123.3694605,5,nice old place in the heart of james bay 10 min walk from down town no line up big and roomy  ordered a full candaron breakfast first bite amazing tastes like home made bread  vary happy with the size of the breakfast the service is good if you like a place for breakfast without a line up  this is your place parking is easy too,0.9578,Good
JBI Café Restaurant,Cafes,"270 Government Street Victoria, BC V8V 2L2 Canada",BC,48.4153947,-123.3694605,4,overall good  food was good proportions generous  tasted pretty good although my steak sandwich could use more seasoning and less cooking  service was excellent atmosphere was excellent both restaurant and pub prices very reasonable would like to try again,0.976,Good
JBI Café Restaurant,Cafes,"270 Government Street Victoria, BC V8V 2L2 Canada",BC,48.4153947,-123.3694605,5,cant say enough great things about this hotel immaculately clean roy at the desk was a gem dinner in the bar was great with friendly conversation and they accommodated us when we said we needed our breakfast to be quick great location to visit the stunning beacon hill park rooms are small but thats to be expected for an historic hotel like this highly recommend,0.739,Good
Vis-à-Vis,Wine Bars,"2232 Oak Bay Avenue Victoria, BC V8R 1G5 Canada",BC,48.4266254,-123.3149281,5,we stopped here for an early dinner to wait out rush hour on the malahat highway so glad we did the food especially the bisque atmosphere on the outdoor patio and eagerness of staff to please were stellar     five stars plus service despite the shortage of wait staff was good will definitely visit here again,0.9232,Good
Vis-à-Vis,Wine Bars,"2232 Oak Bay Avenue Victoria, BC V8R 1G5 Canada",BC,48.4266254,-123.3149281,5,"1 chicken supreme
 so good soft n tender mushroom sauce and cabbage was right on the point 1010
2 lobster bisque
 amazingly good and i love the texture could be more salty and richer though
3 french fries
 hot and crispy just perfecto

in general very good service there was a bit of waiting for the food but thats fine dinners good

ratings 910",0.9659,Good
Vis-à-Vis,Wine Bars,"2232 Oak Bay Avenue Victoria, BC V8R 1G5 Canada",BC,48.4266254,-123.3149281,5,this is a cozy little restaurant very warm atmosphere the food is amazing we came for breakfast several times while on vacation in victoria,0.6936,Good
Vis-à-Vis,Wine Bars,"2232 Oak Bay Avenue Victoria, BC V8R 1G5 Canada",BC,48.4266254,-123.3149281,4,very nice patio and two different menus options  you can also order from the penny farthing menu i only dont give them a 5 star review because the menu doesnt specify what the gluten free options or any other dietary options are the service was good and they are pet friendly at the patio i had a gluten free brie pear prosciutto chicken burger it was good but later on i realized that i could have opted for lettuce wrap and my server didnt even mentioned anything anyway we enjoy our food and will definitely come back ,0.9531,Good
Vis-à-Vis,Wine Bars,"2232 Oak Bay Avenue Victoria, BC V8R 1G5 Canada",BC,48.4266254,-123.3149281,5,first time dining here this weekend and was very pleasantly surprised it lived up to the hype best french onion soup ive ever had and escargot was fantastic will definitely be back,0.9439,Good
Lady of the Lake Cafe & Pub,Juice Bars & Smoothies,"135 17th Street N Brandon, MB R7A 1G6 Canada",MB,49.8534441,-99.9602154,5,"great vibe here delicious food and great social times  the entire staff is so welcoming and friendly

love the beer that they serve and make me go to the local store to get more during the trip the small vintage shop next to the restaurant do have a lot of item thats nice to pick up as a souvenir for friend great restaurant and must try if you are in the area",0.9876,Good
Lady of the Lake Cafe & Pub,Juice Bars & Smoothies,"135 17th Street N Brandon, MB R7A 1G6 Canada",MB,49.8534441,-99.9602154,5,"its a lovely morning to be here for breakfast or brunch with my friends everything is delicious and so fresh i like their cheesecake too so full and happy also they have a lot of decors in the store you can find some good staff for your sweet home christmas is coming soon why not take a look right
 parking lot
 kids meal
 wheel chair
 family restaurant
 shopping
 coffee and drinks
 home decor",0.9772,Good
Lady of the Lake Cafe & Pub,Juice Bars & Smoothies,"135 17th Street N Brandon, MB R7A 1G6 Canada",MB,49.8534441,-99.9602154,5,i recently travelled from bc to visit family  my grandma brought us here for lunch and we were blown away i am vegan and was treated with the most respect our server went above and beyond for me to create meals i could eat and without even asking checked on what desserts were vegan the waitress was incredible  kind and truly gave the atmosphere a beautiful ambiance i got the falafel wrap with hummus  the best wrap ive had in a restaurant the food here was so incredible beautiful and fresh  if you are wanting a place to eat that will make you feel nourished come here thank you for the outstanding service  it truly meant the world,0.9877,Good
Lady of the Lake Cafe & Pub,Juice Bars & Smoothies,"135 17th Street N Brandon, MB R7A 1G6 Canada",MB,49.8534441,-99.9602154,5,amazing great place to hang out and get a tea or coffee i loved it i got the earl grey tea and a cinnamon roll and it was amazing the shop next to it was a lot of fun to look around to,0.9643,Good
Lady of the Lake Cafe & Pub,Juice Bars & Smoothies,"135 17th Street N Brandon, MB R7A 1G6 Canada",MB,49.8534441,-99.9602154,5,we thought wed treat ourselves today and go to the lady of the lake hot chocolate  giggle juice pineapple juice and coffee all excellent the girls had the pizza which was the perfect portion for them the ice cream and cookie were lovely additions as well prairie fries thai wraps and curry chicken sandwiches were also ordered and enjoyed all in all this is a great place to eat you get what you pay for and the ambiance is definitely part of the experience,0.9808,Good
Chilli Chutney,Indian,"555 34 Street Brandon, MB R7B 3P8 Canada",MB,49.8408764,-99.9842507,5,went for the buffet that other day food was great my wife was happy as they had some gluten free options will be back,0.9022,Good
Chilli Chutney,Indian,"555 34 Street Brandon, MB R7B 3P8 Canada",MB,49.8408764,-99.9842507,4,"dahi bhalla was too good 
other things were extra spicy so the flavours were not balanced",0.4404,Bad
Chilli Chutney,Indian,"555 34 Street Brandon, MB R7B 3P8 Canada",MB,49.8408764,-99.9842507,5,on our way from edmonton to winnipeg we enjoyed a very delicious lunch here everything including service is very good,0.8882,Good
Chilli Chutney,Indian,"555 34 Street Brandon, MB R7B 3P8 Canada",MB,49.8408764,-99.9842507,3,arrived at 630pm and was looking forward to a delicious dinner my parents ordered off the menu while i explored the buffet sadly the buffet featured many items that were overcooked dried or inedible  the shrimp was awesome the butter chicken dry  the onion pakora was so driedout it was impossible to chew same with the potato pakora staff were kind and attentive  both of my parents menu ordered items were excellent  i do not recommend the buffet,0.8999,Good
Chilli Chutney,Indian,"555 34 Street Brandon, MB R7B 3P8 Canada",MB,49.8408764,-99.9842507,5,meet my parents for dinner here on a trip through the province of manitoba and had no idea how good it would be my wife and i regularly eat at traditional indian restaurants and wow it made everything tp perfection in a buffet setting even though tonights selections were missing samosas   i still give them 5 stars across the board well done,0.8442,Good
The Dock on Princess,Bars,"1133 Princess Avenue Brandon, MB R7A 0R1 Canada",MB,49.8471406,-99.9538915,1,"i cannot really rate on atmosphere as i did not eat in the restaurant i was at section 6 which has their menu on each table and you have to order through the brewery the food was horrible we waited over an hour for our food i know we were not priority as we were not in the restaurant but if you are taking my money as a take out order i think you should treat me as a paying customer we finally had the brewery call the dock to see if our food was coming within minute our food was there cold and terrible
i will never be back love the dock as a customer when im in the restaurant so disappointing when they know ive paid for my food and cant complain to the brewery if i had more time i would have walked over and said something to the management if you want your menu displayed on a table treat the customer with a bit of respect  we all work hard for our money i would have had no problem walking over and picking up my food 30 minutes earlier when it was ready places get busy and staff is hard to come by but if you dont have the staff to manage dont put it a service you really cant provide look up all my reviews i dont just put the bad places up i love writing a good review  i have been a business owner for over 27 years",-0.9327,Bad
The Dock on Princess,Bars,"1133 Princess Avenue Brandon, MB R7A 0R1 Canada",MB,49.8471406,-99.9538915,5,this was my first time coming here and it did not disappoint came with a couple coworkers and it was very busy and obviously shortstaffed as most places nowadays we were also on a very limited time crunch the wait was getting long over 30 min but when we expressed how we were needing to leave to get back to work the staff moved our order up without us even asking we may have speedate our lunch but it was absolutely delicious the prices were a bit high but thats seen at every place nowadays id recommend this place for a gettogether with friends for sure this is a pubtype environment which is excellent for a great time with the gang,0.9822,Good
The Dock on Princess,Bars,"1133 Princess Avenue Brandon, MB R7A 0R1 Canada",MB,49.8471406,-99.9538915,5,had a great lunch and couple drinks ive never tried before great food friendly service  overall nice atmosphere we were charged couple dollars more for our meal than what was on the menu  also for the side but no biggie,0.5994,Good
The Dock on Princess,Bars,"1133 Princess Avenue Brandon, MB R7A 0R1 Canada",MB,49.8471406,-99.9538915,5,"chicken wings are my favorite  its a lovely place to have dinner with friends beer wine cocktail  everything is perfect for me the staff is friendly
 parking lots yes
 pool with friends yes
 food fresh and tasty
 alcohol absolutely ",0.979,Good
The Dock on Princess,Bars,"1133 Princess Avenue Brandon, MB R7A 0R1 Canada",MB,49.8471406,-99.9538915,4,love the dock i go here with my family for supper nearly anytime im in town  they have a very tasty menu that includes locally sourced ingredients  if you like a good burger andor fries give this place a shot,0.8625,Good
The Keg Steakhouse + Bar - Brandon,Steakhouses,"1836 Brandon Ave Brandon, MB R7B 3G8 Canada",MB,49.8326322,-99.9629125,5,"its really unfortunate that food prices have gotten so horrible that its being seen in restaurants all over because i absolutely love the keg aside from what they cant control this place is still the most amazing places for a romantic dinner the dishes are still to die for and always the perfect steak the service is always overthetop exceptional and without being annoyed by constant interruptions beautiful location
so aside from the prices going up which they cant control this is the greatest place to enjoy a nice meal with your partner or staff gettogether",0.9508,Good
The Keg Steakhouse + Bar - Brandon,Steakhouses,"1836 Brandon Ave Brandon, MB R7B 3G8 Canada",MB,49.8326322,-99.9629125,5,"a truly safe bet for a great meal the restaurant was busy but not packed thats a good thing very clean excellent staff and service our waitress jocelyn was attentive and had a great sense of humor
we were there during their summer lobster special menu the lobster bisque was possibly the best ive ever tasted everyone had a steak combo and all were very good as youd expect
dessert was a shared billy miner pie and strongly suggest saving room for this best to shareits quite generous
lots of parking and clean washrooms",0.9942,Good
The Keg Steakhouse + Bar - Brandon,Steakhouses,"1836 Brandon Ave Brandon, MB R7B 3G8 Canada",MB,49.8326322,-99.9629125,4,"maybe the keg isnt somewhere youd think to go for good wings but youd be mistaken the three pepper wings are only on their bar menu and not always available i had the chance to try them a week or so ago and was not disappointed the chicken was crispy and without all of the fat that some wings can have they were served with what im assuming was a three pepper sauce which was a mild heat but gave a good kick at times along with a light blue cheese dressing there were plenty of blue cheese crumbles on top i thought the sliced celery was a nice touch because it was incorporated into the dish rather than an afterthought on the side its a great dish for those who want to take wings with a side of blue cheese to the next level 1 because i think 17 for 8 wings is expensive but still something that id want to order every so often

update i highly recommend the prime rib sandwich as an alternative to the traditional dinner menu items  its less spendy and just as tasty the tender meat strong horseradish its the best at the keg and generous portion of red wine herb jus were all very flavourful i substituted a caesar salad instead of fries at no additional cost its only 16 during cocktail hour on the bar side ill be going back for it again very soon",0.9879,Good
The Keg Steakhouse + Bar - Brandon,Steakhouses,"1836 Brandon Ave Brandon, MB R7B 3G8 Canada",MB,49.8326322,-99.9629125,4,stopped in at the keg for the first time on a trip thru service was phenomenal prompt friendly food was ready fairly quickly serving size is on the small side and price is very high its not difficult to approach 80 for one person,0.7105,Good
The Keg Steakhouse + Bar - Brandon,Steakhouses,"1836 Brandon Ave Brandon, MB R7B 3G8 Canada",MB,49.8326322,-99.9629125,4,met up with friends and everyone enjoyed their meals i didnt like seeing two of the gals having to struggle cutting their sirloin steaks so i assumed the meat was tough i never order steak anymore as the last two times i ordered the filet there was gristle in it yum i like it when the bm pie has some structure to it as ours were sitting out too long before it was served to us,-0.031,Bad
QDOBA Mexican Eats,Mexican,"2-1830 Park Ave Brandon, MB R7B 0R9 Canada",MB,49.8356098,-99.9630278,1,rushed our order  missed many toppings we would love to have they have a really good and fresh option of food but now i start to feel that your experience and value for money totally depends on the person serving you,0.7893,Good
QDOBA Mexican Eats,Mexican,"2-1830 Park Ave Brandon, MB R7B 0R9 Canada",MB,49.8356098,-99.9630278,4,the visit was okay i have to wait for 2 mintues to get attended by someone there was no one on line i asked for extra hot salsa they gave me hot salsa food was okay too,0.1531,Bad
QDOBA Mexican Eats,Mexican,"2-1830 Park Ave Brandon, MB R7B 0R9 Canada",MB,49.8356098,-99.9630278,4,"great food excellent quality meat choices cooked and seasoned properly

fast service wasnt very accommodatingnot interested in educating me in the options seemed very bored  building my own burrito was very quick overall

however the prices were way too high over 20 bucks for a wrap with mostly rice and corn maybe dont have 6 staff on with no customers present and the prices could be changed at this price the food becomes a treat more than a regular goto for a meal",0.6644,Good
QDOBA Mexican Eats,Mexican,"2-1830 Park Ave Brandon, MB R7B 0R9 Canada",MB,49.8356098,-99.9630278,5,impossible meat is here all vegans and vegetarians try this in your bowl or burrito you dont be disappointed and dont call to ask if they are sure its beef ha ha its not it is just cooked perfectly very very filling burrito came back again for a veggie burrito so tasty qdoba burrito brandon,0.9162,Good
QDOBA Mexican Eats,Mexican,"2-1830 Park Ave Brandon, MB R7B 0R9 Canada",MB,49.8356098,-99.9630278,2,"i cannot fault the staff or the facility great people i mean really good people work here  its clean thats about it 33 bucks for a mini burrito bowl and 3 tacos with beverage no chips extra anything id pay that any day of the week except this day tiny tacos they were out of mini bowls so they used a regular bowl and put the tiniest amount in it my wife had snacks at work thankfully to hold her thru the day i hit burger king on the way to work to fill up
pretty disappointed i dont think ill ever eat lunch here again too expensive for what you receive",0.9311,Good
Echo Restaurant And Wine Bar,Canadian (New),"Clarion Hotel & Suites 3130 Victoria Avenue Brandon, MB R7B 3Y3 Canada",MB,49.8412374,-99.9808026,4,staff were awesome service was too didnt find anything wrong with my food  atmosphere was nice a little on the cool side but tolerable,0.6951,Good
Echo Restaurant And Wine Bar,Canadian (New),"Clarion Hotel & Suites 3130 Victoria Avenue Brandon, MB R7B 3Y3 Canada",MB,49.8412374,-99.9808026,2,the beer was great unfortunately 2 dinners at this place and both were fails first was the pasta  it is billed as fresh pasta made daily  perhaps it was but it was swimming in a diluted weak kraft dinner tasting sauce all there was for veggies was red and green pepper i know there was other veggies in the kitchen as my wifes steak came with a side of carrots second dinner was burger and fries  obviously fries went down at same time as burger  because fries were plated first and were cold upon arrival burger was good tasting but red peppers  which are wet right   dont belong on the bottom bun becausewait for it they get soggy put them on top of the chicken  this is cooking 101 if you are staying in the hotel and are being lazy its ok but dont make an effort to go here,0.3291,Bad
Echo Restaurant And Wine Bar,Canadian (New),"Clarion Hotel & Suites 3130 Victoria Avenue Brandon, MB R7B 3Y3 Canada",MB,49.8412374,-99.9808026,5,i had the hangover burger and was not disappointed i would definitely order it again the burger was juicy and bun was soft,0.0762,Bad
Echo Restaurant And Wine Bar,Canadian (New),"Clarion Hotel & Suites 3130 Victoria Avenue Brandon, MB R7B 3Y3 Canada",MB,49.8412374,-99.9808026,5,the cinnamon french toast was insanely good wish we had this place in winnipeg service was outstanding thank you so much,0.9022,Good
Echo Restaurant And Wine Bar,Canadian (New),"Clarion Hotel & Suites 3130 Victoria Avenue Brandon, MB R7B 3Y3 Canada",MB,49.8412374,-99.9808026,5,we are staying at the clarion which also includes the echo restaurant we have eaten there three times including a party of 8 today our server was fantastic even when we asked to move tables to better accommodate the group she was on point throughout the meal everyone thoroughly enjoyed their meals we have another night here and will be going to the echo for breakfast tomorrow thank you to all the staff for making our stay great one note though you may want to consider installing large overhead fans to assist the ac which wasnt able to keep the restaurant comfortably cool other than that a,0.9744,Good
Tana Ethiopia Cuisine,Ethiopian,"302 10th Street Brandon, MB R7A 4G1 Canada",MB,49.8452033,-99.9516766,5,"this is a true gem of a place
the minute you walk in you feel transported to an amazing destination
the music and decorations in the venue provide the perfect atmosphere for the amazing food that is about to arrive

the prices were very reasonable the owners were very friendly and helpful with explaining the menu as i am new to ethiopian food

i ordered the beef cha cha and it was phenomenal it arrives on a cast iron skillet and is sizzling with the most satisfying of sounds

the coffee is a must try as well if you stop in here",0.9746,Good
Tana Ethiopia Cuisine,Ethiopian,"302 10th Street Brandon, MB R7A 4G1 Canada",MB,49.8452033,-99.9516766,5,friendly service and delicious food the tibs beef could be a staple to my diet if i lived closer weve eaten here more than half a dozen times now and it was great every time get it spicy,0.9001,Good
Tana Ethiopia Cuisine,Ethiopian,"302 10th Street Brandon, MB R7A 4G1 Canada",MB,49.8452033,-99.9516766,5,what an amazing gem this place is in brandon you really have to respect this momandsonowned and operated restaurant because they put their heart and soul into the business of delighting every single customer we tried tana combo meat food is phenomenal with delightful flavors and aromas that transport you to ethiopia friendly and kind service and prices are so reasonable would definitely come back when in town,0.9724,Good
Tana Ethiopia Cuisine,Ethiopian,"302 10th Street Brandon, MB R7A 4G1 Canada",MB,49.8452033,-99.9516766,5,"the most unexpected small town jewel is in brandon

in this restaurant you will find the best soulful cuisine and a lovely owner the flavours and spices were also perfect for me i was just passing by on my way to vancouver and im so happy i stumbled on this place if i can find an ethiopian restaurant half as good in bc ill be blessed

thank you for this wonderful and yet so simple experience",0.9846,Good
Tana Ethiopia Cuisine,Ethiopian,"302 10th Street Brandon, MB R7A 4G1 Canada",MB,49.8452033,-99.9516766,5,i got the tana mix combo beef with injera today the food was so delicious  they also gave me 2 slice of yummy ethiopian bread i wish i could know the secret of that bread overall 100 recommended i love it thank you so much for your service,0.9604,Good
Joe Beeverz Bar and Grill,Burgers,"1300 18th Street Suite 20 Brandon, MB R7A 6X7 Canada",MB,49.8291023,-99.9628501,4,"my first time here was a couple years ago when a few of us drove out from winnipeg to try their perogy poutine it was very flavourful and huge portions even with takeout being the only option at the time

i was finally in the area again recently and decided to give the pretzel charcuterie board a try everything was delicious but sadly didnt really taste any of the garlic butter that was supposed to be on the pretzel which was pretty disappointing although the candied bacon was great kettle chips had the perfect crunch sauce variety was fantastic overall it was satisfying but the pretzel itself needs more work between two people it was a very filling lunch and could definitely be shared with three

customer service was fantastic during both visits will definitely be back again",0.9892,Good
Joe Beeverz Bar and Grill,Burgers,"1300 18th Street Suite 20 Brandon, MB R7A 6X7 Canada",MB,49.8291023,-99.9628501,4,i ordered the bbq pulled pork poutine and its defiantly not just a side its more of a meal on its own i shared with my daughter because the portion was so big as far as flavor goes the bbq sauce wasnt overpowering the sauce was sweet and tangy but there was hardly no curds and thats what makes a true poutine other than that it was still good,0.8355,Good
Joe Beeverz Bar and Grill,Burgers,"1300 18th Street Suite 20 Brandon, MB R7A 6X7 Canada",MB,49.8291023,-99.9628501,1,had the 204 burger and my buddy had the canadian burger and we both agreed it was flavorless went here years ago and it was fire not sure what happened   for 30 bucks i was expecting better not even a discount offered so i guess they are hard up dont think ill be going here again anytime soon,0.3757,Bad
Joe Beeverz Bar and Grill,Burgers,"1300 18th Street Suite 20 Brandon, MB R7A 6X7 Canada",MB,49.8291023,-99.9628501,5,we came to a soccer tournament in yorkton and decided to come to joe beeverz the food was incredible and the beverages were great the waiter and waitress were friendly and hospitable we are very pleased with the great service and food was awesome thank you for the wonderful time spent at your bar,0.9774,Good
Joe Beeverz Bar and Grill,Burgers,"1300 18th Street Suite 20 Brandon, MB R7A 6X7 Canada",MB,49.8291023,-99.9628501,5,been wanting to try this restaurant for a few year  it did not disappoint  sports themed  great food and service  the mushroom bombs are to to die for,0.3523,Bad
Romana Pizza,Pizza,"39 9th Street Brandon, MB R7A 4A3 Canada",MB,49.8486255,-99.9497949,5,"fantastic pizza in from ontario and first had it last year so good i had to order on my repeat visit to brandon

dont be discouraged by the prices the amount of toppings more than make this worth it

if you are looking for one of the best pizzas out there definitely order from here",0.956,Good
Romana Pizza,Pizza,"39 9th Street Brandon, MB R7A 4A3 Canada",MB,49.8486255,-99.9497949,4,pizza was amazing we drove to brandon just to try it there is no dine in unfortunately but the man at the counter directed us to a park up the road where we ate at some picnic tables,0.0258,Bad
Romana Pizza,Pizza,"39 9th Street Brandon, MB R7A 4A3 Canada",MB,49.8486255,-99.9497949,3,good pizza lots and lots of toppings but i didnt like the bacon they used great caesar salad,0.7127,Good
Romana Pizza,Pizza,"39 9th Street Brandon, MB R7A 4A3 Canada",MB,49.8486255,-99.9497949,5,one of the best pizzas i ever had quality meats and ingredients soo good ,0.7964,Good
