Restaurant Name,Rating,Category,Address
KFC (29 Warne Crescent),4.4,American,"29 Warne Crescent, Kingston, ON K7K 5A6"
Pizza Studio (Kingston),4.6,Pizza,"358 Princess St, Kingston, ON K7L"
Pizza Pizza (414 Princess),4.1,Chicken Strips,"414 Princess St., Kingston, ON K7L"
Pita Pit (Princess & Division),4.5,Healthy,"421 Princess St, Kingston, Ontario K7L"
Atomica Kitchen l Cocktails,4.6,Pizza,"71 Brock St, Kingston, Ontario K7L 2Z9"
Shawarma El Mina,4.8,Halal,"1759 Bath Rd, Kingston, ON K7M 4Y3"
Minos Take Out West,4.6,Salads,"2796 Princess Street, Kingston, ON K7P"
"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)",4.7,Chicken,"656 Gardiners Rd, Kingston, ON K7M 3X9"
Mr. Mango Tea & Juice,New,Asian,"318 Princess Street, Kingston, NAMER K7L 1B6"
The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd),4.6,Desserts,"1718 Bath Rd, Kingston, ON K7M"
Thai House Cuisine,4.7,Thai,"185 Sydenham St, Kingston, ON K7K"
Guac Mexi Grill (Kingston),4.6,Mexican,"333 University Avenue, Kingston, ON K7L 0G3"
Boston Pizza (95 Dalton Ave),4.2,Italian,"95 Dalton Ave, Kingston, ON K7K"
Presotea (Kingston),4.8,Bubble tea,"346 Princess Street, Kingston, ON K7L 1B6"
Torino pizza & pasta,4.6,Pizza,"1786 Bath Rd Kingston, On K7m 4y2 Canada,"
Swiss Chalet (Dalton Ave),4.7,Diner,"85 Dalton Ave, Kingston, ON K7K"
Hero Certified Burgers  (1046 Princess St.),4.4,American,"1046 Princess St, Kingston, ON K7L 1H2"
Montana's (Kingston),4.6,Steak,"630 Gardiners Rd, Kingston, ON K7M"
